,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
4125,"Senator Webb, thank you very much.",cooper,d_las_vegas_2015_10_13,6.0,1,0,3,5.1850000000000005,0,1,1,0,6,1,6.0,0.0
4126,"Let's move on to some of the most pressing issues facing our country right now, some of the biggest issues right now in the headlines today. We're going to start with guns. The shooting in Oregon earlier this month, once again it brought the issue of guns into the national conversation. Over the last week, guns have been the most discussed political topic on Facebook by two to one.",cooper,d_las_vegas_2015_10_13,58.5,14,0,13,8.4925,7,3,0,1,69,4,17.25,7.189401922274203
4127,"Senator Sanders, you voted against the Brady bill that mandated background checks and a waiting period. You also supported allowing riders to bring guns in checked bags on Amtrak trains. For a decade, you said that holding gun manufacturers legally responsible for mass shootings is a bad idea. Now, you say you're reconsidering that. Which is it: shield the gun companies from lawsuits or not?",cooper,d_las_vegas_2015_10_13,101.64000000000003,17,0,14,9.327499999999999,5,0,5,0,65,5,13.0,4.1952353926806065
4128,"Let's begin, Anderson, by understanding that Bernie Sanders has a D-minus voting rating (ph) from the NRA. Let's also understand that back in 1988 when I first ran for the United States Congress, way back then, I told the gun owners of the state of Vermont and I told the people of the state of Vermont, a state which has virtually no gun control, that I supported a ban on assault weapons. And over the years, I have strongly avoided instant background checks, doing away with this terrible gun show loophole. And I think we've got to move aggressively at the federal level in dealing with the straw man purchasers.",sanders,d_las_vegas_2015_10_13,73.2229250527123,20,0,12,11.9275,9,2,0,0,110,5,22.0,4.6475800154489
4129,"Also I believe, and I've fought for, to understand that there are thousands of people in this country today who are suicidal, who are homicidal, but can't get the healthcare that they need, the mental healthcare, because they don't have insurance or they're too poor. I believe that everybody in this country who has a mental crisis has got to get mental health counseling immediately.",sanders,d_las_vegas_2015_10_13,50.77637411347518,9,0,3,14.96,7,0,0,6,65,2,32.5,12.5
4130,Do you want to shield gun companies from lawsuits?,cooper,d_las_vegas_2015_10_13,9.0,2,0,2,5.9575,0,0,1,0,9,1,9.0,0.0
4131,"Of course not. This was a large and complicated bill. There were provisions in it that I think made sense. For example, do I think that a gun shop in the state of Vermont that sells legally a gun to somebody, and that somebody goes out and does something crazy, that that gun shop owner should be held responsible? I don't.",sanders,d_las_vegas_2015_10_13,62.0,6,0,5,6.800000000000001,6,1,0,1,61,5,12.2,13.70255450636851
4132,"On the other hand, where you have manufacturers and where you have gun shops knowingly giving guns to criminals or aiding and abetting that, of course we should take action.",sanders,d_las_vegas_2015_10_13,63.00000000000002,6,0,16,13.8425,0,1,2,0,30,1,30.0,0.0
4133,"Secretary Clinton, is Bernie Sanders tough enough on guns?",cooper,d_las_vegas_2015_10_13,9.0,2,0,0,8.125,1,0,0,0,9,1,9.0,0.0
4134,"No, not at all. I think that we have to look at the fact that we lose 90 people a day from gun violence. This has gone on too long and it's time the entire country stood up against the NRA. The majority of our country... [applause] ... supports background checks, and even the majority of gun owners do.",clinton,d_las_vegas_2015_10_13,78.49333333333335,6,0,7,5.8575,2,3,0,0,59,5,11.8,6.368673331236264
4135,"Senator Sanders did vote five times against the Brady bill. Since it was passed, more than 2 million prohibited purchases have been prevented. He also did vote, as he said, for this immunity provision. I voted against it. I was in the Senate at the same time. It wasn't that complicated to me. It was pretty straightforward to me that he was going to give immunity to the only industry in America. Everybody else has to be accountable, but not the gun manufacturers. And we need to stand up and say: Enough of that. We're not going to let it continue. [applause]",clinton,d_las_vegas_2015_10_13,61.67193935337727,15,0,25,6.56,12,2,0,3,102,11,9.272727272727273,4.574452954694227
4136,"We're going to bring you all in on this. But, Senator Sanders, you have to give a response.",cooper,d_las_vegas_2015_10_13,50.54000000000001,2,0,2,3.37,1,1,2,0,18,2,9.0,0.0
4137,"As a senator from a rural state, what I can tell Secretary Clinton, that all the shouting in the world is not going to do what I would hope all of us want, and that is keep guns out of the hands of people who should not have those guns and end this horrible violence that we are seeing.",sanders,d_las_vegas_2015_10_13,69.61999999999999,7,0,11,19.965,5,1,0,0,59,1,59.0,0.0
4138,"I believe that there is a consensus in this country. A consensus has said we need to strengthen and expand instant background checks, do away with this gun show loophole, that we have to address the issue of mental health, that we have to deal with the strawman purchasing issue, and that when we develop that consensus, we can finally, finally do something to address this issue.",sanders,d_las_vegas_2015_10_13,43.472029399755,9,0,4,14.1025,7,5,0,1,67,2,33.5,23.5
4139,"Governor O'Malley, you passed gun legislation as governor of Maryland, but you had a Democratic-controlled legislature. President Obama couldn't convince Congress to pass gun legislation after the massacres in Aurora, in Newtown, and Charleston. How can you?",cooper,d_las_vegas_2015_10_13,70.98,15,0,8,13.040000000000001,2,0,3,0,37,3,12.333333333333334,6.649979114420002
4140,"And, Anderson, I also had to overcome a lot of opposition in the leadership of my own party to get this done. Look, it's fine to talk about all of these things — and I'm glad we're talking about these things — but I've actually done them.",o'malley,d_las_vegas_2015_10_13,61.11636363636364,6,0,4,9.219999999999999,6,1,0,0,47,3,15.666666666666666,7.586537784494029
4141,"We passed comprehensive gun safety legislation, not by looking at the pollings or looking at what the polls said. We actually did it. And, Anderson, here tonight in our audience are two people that make this issue very, very real. Sandy and Lonnie Phillips are here from Colorado. And their daughter, Jessie, was one of those who lost their lives in that awful mass shooting in Aurora.",o'malley,d_las_vegas_2015_10_13,96.68615384615386,11,0,1,7.9125,5,3,0,6,67,5,13.4,6.216108107168021
4142,"Now, to try to transform their grief, they went to court, where sometimes progress does happen when you file in court, but in this case, you want to talk about a — a rigged game, Senator? The game was rigged. A man had sold 4,000 rounds of military ammunition to this — this person that killed their daughter, riddled her body with five bullets, and he didn't even ask where it was going.",o'malley,d_las_vegas_2015_10_13,88.2175,6,0,32,9.3875,3,1,2,6,73,3,24.333333333333332,14.429907214608907
4143,"And not only did their case get thrown out of court, they were slapped with $200,000 in court fees because of the way that the NRA gets its way in our Congress and we take a backseat. It's time to stand up and pass comprehensive gun safety legislation as a nation. [applause]",o'malley,d_las_vegas_2015_10_13,94.64000000000001,6,0,14,10.2075,4,3,0,2,52,3,17.333333333333332,14.884742374510738
4144,"Senator Sanders, I want you to be able to respond, 30 seconds.",cooper,d_las_vegas_2015_10_13,33.879999999999995,3,0,4,5.54,1,0,1,0,12,1,12.0,0.0
4145,"I think the governor gave a very good example about the weaknesses in that law and I think we have to take another look at it. But here is the point, Governor. We can raise our voices, but I come from a rural state, and the views on gun control in rural states are different than in urban states, whether we like it or not.",sanders,d_las_vegas_2015_10_13,69.58823529411767,7,0,3,8.0375,9,5,0,2,65,3,21.666666666666668,11.440668201153676
4146,"Our job is to bring people together around strong, commonsense gun legislation. I think there is a vast majority in this country who want to do the right thing, and I intend to lead the country in bringing our people together.",sanders,d_las_vegas_2015_10_13,47.068000000000005,4,0,1,9.675,7,2,0,0,41,2,20.5,8.5
4147,"Senator — Senator, excuse me.",o'malley,d_las_vegas_2015_10_13,4.24,1,0,4,7.39,0,0,0,0,5,1,5.0,0.0
4148,[crosstalk],o'malley,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4149,"Senator, it is not about rural — Senator, it was not about rural and urban.",o'malley,d_las_vegas_2015_10_13,14.0,3,0,0,6.609999999999999,3,0,0,0,15,2,7.5,0.5
4150,It's exactly about rural.,sanders,d_las_vegas_2015_10_13,5.0,2,0,0,7.775,1,0,0,0,4,1,4.0,0.0
4151,Have you ever been to the Eastern Shore? Have you ever been to Western Maryland? We were able to pass this and still respect the hunting traditions of people who live in our rural areas.,o'malley,d_las_vegas_2015_10_13,39.6478494623656,6,0,0,5.29,1,4,2,0,35,3,11.666666666666666,5.90668171555645
4152,Governor...,sanders,d_las_vegas_2015_10_13,1.0,1,0,0,23.125,0,0,0,0,1,1,1.0,0.0
4153,"And we did it by leading with principle, not by pandering to the NRA and backing down to the NRA.",o'malley,d_las_vegas_2015_10_13,18.749019607843138,4,0,0,7.8149999999999995,1,1,0,0,20,1,20.0,0.0
4154,"Well, as somebody who has a D-minus voting record...",sanders,d_las_vegas_2015_10_13,9.0,2,0,0,4.765000000000001,0,1,0,0,9,1,9.0,0.0
4155,[crosstalk],sanders,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4156,"And I have an F from the NRA, Senator.",o'malley,d_las_vegas_2015_10_13,9.0,1,0,0,1.9524999999999997,1,0,0,0,9,1,9.0,0.0
4157,I don't think I am pandering. But you have not been in the United States Congress.,sanders,d_las_vegas_2015_10_13,80.91999999999999,2,0,3,3.6125,3,0,1,0,16,2,8.0,2.0
4158,"Well, maybe that's a healthy thing. [laughter]",o'malley,d_las_vegas_2015_10_13,8.0,1,0,0,5.240000000000001,0,1,0,1,7,2,3.5,2.5
4159,"And when you want to, check it out. And if you think — if you think that we can simply go forward and pass something tomorrow without bringing people together, you are sorely mistaken.",sanders,d_las_vegas_2015_10_13,38.28,4,0,0,7.765,3,1,4,0,34,2,17.0,9.0
4160,"Let me bring in somebody who has a different viewpoint. Senator Webb, your rating from the NRA, you once had an A rating from the NRA. You've said gun violence goes down when more people are allowed to carry guns. Would encouraging more people to be armed be part of your response to a mass shooting?",cooper,d_las_vegas_2015_10_13,69.97846153846153,8,0,2,6.780000000000001,1,1,6,0,56,4,14.0,2.449489742783178
4161,"Look, there are two fundamental issues that are involved in this discussion. We need to pay respect to both of them. The first is the issue of who should be kept from having guns and using firearms. And we have done not a good job on that.",webb,d_las_vegas_2015_10_13,88.36000000000001,7,0,4,4.539999999999999,5,2,0,0,47,4,11.75,2.680951323690902
4162,"A lot of them are criminals. And a lot of the people are getting killed are members of gangs inside our urban areas. And a lot of them are mentally incapacitated. And the shooting in Virginia Tech in '07, this individual had received medical care for mental illness from three different professionals who were not allowed to share the information.",webb,d_las_vegas_2015_10_13,49.99253378378378,16,0,21,9.465,7,2,0,0,60,4,15.0,9.082951062292475
4163,So we do need background checks. We need to keep the people who should not have guns away from them. But we have to respect the tradition in this country of people who want to defend themselves and their family from violence.,webb,d_las_vegas_2015_10_13,49.391999999999996,4,0,4,6.5075,1,3,0,2,42,3,14.0,6.531972647421808
4164,Senator...,cooper,d_las_vegas_2015_10_13,1.0,1,0,0,20.497500000000002,0,0,0,0,1,1,1.0,0.0
4165,"May I? People are going back and forth here for 10 minutes here. There are people at high levels in this government who have bodyguards 24 hours a day, seven days a week. The average American does not have that, and deserves the right to be able to protect their family.",webb,d_las_vegas_2015_10_13,84.03500000000003,5,0,2,7.039999999999999,2,1,0,5,51,4,12.75,7.048936089935842
4166,"Senator — Governor Chafee, you have an F rating from the NRA, what do you think about what Senator Webb just said?",cooper,d_las_vegas_2015_10_13,41.15999999999999,3,0,17,9.17,0,1,2,0,22,1,22.0,0.0
4167,"Yes, I have a good record of voting for gun commonsense safety legislation, but the reality is, despite these tragedies that happen time and time again, when legislators step up to pass commonsense gun safety legislation, the gun lobby moves in and tells the people they're coming to take away your guns.",chafee,d_las_vegas_2015_10_13,78.65200000000003,7,0,0,21.205,3,0,2,1,52,1,52.0,0.0
4168,"And, they're successful at it, in Colorado and others states, the legislators that vote for commonsense gun safety measures then get defeated. I even saw in Rhode Island. So, I would bring the gun lobby in and say we've got to change this. Where can we find common ground? Wayne Lapierre from the NRA, whoever it is, the leaders. Come one, we've go to change this. We're not coming to take away your guns, we believe in the Second Amendment, but let's find common ground here.",chafee,d_las_vegas_2015_10_13,92.7472,12,0,25,6.154999999999999,10,5,2,3,86,7,12.285714285714286,6.249897958350673
4169,I want to...,cooper,d_las_vegas_2015_10_13,3.0,0,0,1,-4.465,1,0,0,0,3,1,3.0,0.0
4170,"...Anderson, when the NRA wrote to everyone in our state — when the NRA wrote to members in our state and told people with hunting traditions lies about what our comprehensive gun safety legislation is, I wrote right back to them and laid out what it actually did. And that's why, not only did we pass it, but the NRA didn't...",o'malley,d_las_vegas_2015_10_13,51.38356164383562,7,0,38,12.23,6,4,0,0,61,3,20.666666666666668,19.938795238317574
4171,...Excuse me...,sanders,d_las_vegas_2015_10_13,2.0,0,0,1,2.1975000000000002,0,0,0,0,2,1,2.0,0.0
4172,...dare to petition a referendum...,o'malley,d_las_vegas_2015_10_13,5.0,2,0,1,11.395,0,0,0,0,5,1,5.0,0.0
4173,...I want to make...,sanders,d_las_vegas_2015_10_13,4.0,0,0,2,-1.8400000000000003,1,0,0,0,4,1,4.0,0.0
4174,...Because we built a public consensus...,o'malley,d_las_vegas_2015_10_13,6.0,1,0,0,8.46,0,1,0,0,6,1,6.0,0.0
4175,"...I want to move on to another issue, which is in the headlines right now, another crisis making headlines.",cooper,d_las_vegas_2015_10_13,33.69333333333333,3,0,2,8.965,4,0,0,2,19,1,19.0,0.0
4176,"Secretary Clinton, Russia, they're challenging the U.S. in Syria. According to U.S. intelligence, they've lied about who they're bombing. You spearheaded the reset with Russia. Did you underestimate the Russians, and as president, what would your response to Vladimir Putin be right now in Syria?",cooper,d_las_vegas_2015_10_13,58.33333333333334,14,0,17,10.2425,3,0,4,3,45,4,11.25,5.261891294962297
4177,"Well, first of all, we got a lot of business done with the Russians when Medvedev was the president, and not Putin. We got a nuclear arms deal, we got the Iranian sanctions, we got an ability to bring important material and equipment to our soldiers in Afghanistan.",clinton,d_las_vegas_2015_10_13,45.70758620689655,9,0,21,11.1525,3,6,0,0,48,2,24.0,2.0
4178,"There's no doubt that when Putin came back in and said he was going to be President, that did change the relationship. We have to stand up to his bullying, and specifically in Syria, it is important — and I applaud the administration because they are engaged in talks right now with the Russians to make it clear that they've got to be part of the solution to try to end that bloody conflict.",clinton,d_las_vegas_2015_10_13,82.89473684210529,11,0,0,14.3575,8,1,0,4,74,2,37.0,15.0
4179,"And, to — provide safe zones so that people are not going to have to be flooding out of Syria at the rate they are. And, I think it's important too that the United States make it very clear to Putin that it's not acceptable for him to be in Syria creating more chaos, bombing people on behalf of Assad, and we can't do that if we don't take more of a leadership position, which is what I'm advocating.",clinton,d_las_vegas_2015_10_13,70.46223564954683,11,0,7,14.3225,9,2,0,2,79,2,39.5,14.5
4180,"Senator Sanders, what would you do differently.",cooper,d_las_vegas_2015_10_13,7.0,2,0,0,10.872499999999999,0,0,1,0,7,1,7.0,0.0
4181,"Well, let's understand that when we talk about Syria, you're talking about a quagmire in a quagmire. You're talking about groups of people trying to overthrow Assad, other groups of people fighting ISIS. You're talking about people who are fighting ISIS using their guns to overthrow Assad, and vice versa.",sanders,d_las_vegas_2015_10_13,27.0,9,0,6,9.035,3,2,3,1,50,3,16.666666666666668,0.4714045207910317
4182,"I'm the former chairman of the Senate Veterans Committee, and in that capacity I learned a very powerful lesson about the cost of war, and I will do everything that I can to make sure that the United States does not get involved in another quagmire like we did in Iraq, the worst foreign policy blunder in the history of this country. We should be putting together a coalition of Arab countries who should be leading the effort. We should be supportive, but I do not support American ground troops in Syria.",sanders,d_las_vegas_2015_10_13,82.3348623853211,18,0,3,12.89,12,3,0,1,92,3,30.666666666666668,22.17105219775452
4183,"On this issue of foreign policy, I want to go to...",cooper,d_las_vegas_2015_10_13,22.439999999999998,3,0,8,3.965,2,0,0,0,11,1,11.0,0.0
4184,"...Well, nobody does. Nobody does, Senator Sanders.",clinton,d_las_vegas_2015_10_13,7.0,1,0,0,7.38,0,1,0,0,7,3,2.6666666666666665,1.247219128924647
4185,I want to go to Dana Bash. Dana?,cooper,d_las_vegas_2015_10_13,6.48,0,0,1,-0.8374999999999999,1,0,0,0,8,2,4.0,3.0
4186,"Governor Chafee, you were the only Republican in the Senate to vote against the Iraq war. You say Secretary Clinton should be disqualified from the presidency because she voted in favor of using force in Iraq. She has since said that her vote was a mistake. Why isn't that good enough?",bash,d_las_vegas_2015_10_13,75.71200000000002,9,0,4,7.3774999999999995,6,1,2,4,51,4,12.75,5.717298313014636
4187,"Well, we just heard Senator Sanders say that it's the worst decision in American history. That's very significant, the worst decision in American history, I just heard from Senator Sanders.",chafee,d_las_vegas_2015_10_13,32.0,3,0,18,10.5025,4,2,0,4,30,2,15.0,0.0
4188,"So, as we look ahead, if you're going to make those poor judgment calls, a critical time in our history, we just finished with the Vietnam era, getting back into another quagmire — if you're looking ahead, and you're looking at someone who made that poor decision in 2002 to go into Iraq when there was no real evidence of weapons of mass destruction in Iraq — I know because I did my homework, and, so, that's an indication of how someone will perform in the future. And that's what's important. [applause]",chafee,d_las_vegas_2015_10_13,95.0,14,0,27,17.7575,15,4,3,1,92,4,23.0,30.29026246172192
4189,"Secretary Clinton, he's questioning your judgment.",bash,d_las_vegas_2015_10_13,7.0,4,0,5,15.7,0,0,2,1,6,1,6.0,0.0
4190,"Well, I recall very well being on a debate stage, I think, about 25 times with then Senator Obama, debating this very issue. After the election, he asked me to become Secretary of State.",clinton,d_las_vegas_2015_10_13,101.63999999999999,8,0,18,8.385,3,2,0,1,34,2,17.0,6.0
4191,"He valued my judgment, and I spent a lot of time with him... [applause] ...in the Situation Room, going over some very difficult issues.",clinton,d_las_vegas_2015_10_13,24.0,6,0,1,10.925,4,0,0,2,24,3,8.333333333333334,4.642796092394707
4192,"You know, I — I agree completely. We don't want American troops on the ground in Syria. I never said that. What I said was we had to put together a coalition — in fact, something that I worked on before I left the State Department — to do, and yes, that it should include Arabs, people in the region.",clinton,d_las_vegas_2015_10_13,62.79466666666668,6,0,11,5.5975,11,2,1,0,60,5,12.0,7.974960814950754
4193,"Because what I worry about is what will happen with ISIS gaining more territory, having more reach, and, frankly, posing a threat to our friends and neighbors in the region and far beyond.",clinton,d_las_vegas_2015_10_13,76.23,6,0,0,13.8475,4,1,0,0,33,1,33.0,0.0
4194,"So I think while you're talking about the tough decision that President Obama had to make about Osama bin Laden, where I was one of his few advisers, or putting together that coalition to impose sanctions on Iran — I think I have a lot of evidence...",clinton,d_las_vegas_2015_10_13,77.315,9,0,2,17.7075,6,0,1,1,47,1,47.0,0.0
4195,[crosstalk],clinton,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4196,"Senator Sanders — Senator Sanders, I want to bring you in here. My question for you is, as a congressman, you voted against the Iraq War. You voted against the Gulf War. You're just talking about Syria, but under what circumstances would a President Sanders actually use force?",bash,d_las_vegas_2015_10_13,40.26053097345133,8,0,22,7.545,5,0,5,2,48,4,12.0,3.7416573867739413
4197,"Let me just respond to something the secretary said. First of all, she is talking about, as I understand it, a no-fly zone in Syria, which I think is a very dangerous situation. Could lead to real problems.",sanders,d_las_vegas_2015_10_13,101.08000000000003,6,0,7,6.3525,6,0,0,1,38,3,12.666666666666666,8.178562764256865
4198,"Second of all, I heard the same evidence from President Bush and Dick Cheney and Don Rumsfeld about why we should overthrow Saddam Hussein and get involved in the — I would urge people to go to berniesanders.com, hear what I said in 2002. And I say, without any joy in my heart, that much of what I thought would happen about the destabilization, in fact, did happen.",sanders,d_las_vegas_2015_10_13,69.8288888888889,9,0,35,13.2,11,1,0,3,68,2,34.0,10.0
4199,So I think...,sanders,d_las_vegas_2015_10_13,3.0,0,0,2,-3.5725,1,0,0,0,3,1,3.0,0.0
4200,All right. [applause],bash,d_las_vegas_2015_10_13,3.0,1,0,0,4.3374999999999995,0,0,0,0,3,2,1.5,0.5
4201,"I think the president is trying very hard to thread a tough needle here, and that is to support those people who are against Assad, against ISIS, without getting us on the ground there, and that's the direction I believe we should have (inaudible).",sanders,d_las_vegas_2015_10_13,70.87499999999999,5,0,1,17.1025,6,1,0,2,44,1,44.0,0.0
4202,"But, Senator Sanders, you didn't answer the question. Under what — under what circumstances would you actually use force?",cooper,d_las_vegas_2015_10_13,33.69333333333333,3,0,8,9.1975,0,0,2,0,19,2,9.5,1.5
4203,"Well, obviously, I voted, when President Clinton said, ""let's stop ethnic cleansing in Kosovo,"" I voted for that. I voted to make sure that Osama bin Laden was held accountable in Afghanistan.",sanders,d_las_vegas_2015_10_13,50.820000000000014,8,0,6,9.3625,5,1,0,1,32,2,16.0,2.0
4204,"When our country is threatened, or when our allies are threatened, I believe that we need coalitions to come together to address the major crises of this country. I do not support the United States getting involved in unilateral action.",sanders,d_las_vegas_2015_10_13,63.999999999999986,7,0,17,10.3575,5,3,0,0,40,2,20.0,8.0
4205,(UNKNOWN): You're at work with our allies.,unknown,d_las_vegas_2015_10_13,8.0,1,0,0,4.3375,0,1,1,0,7,1,7.0,0.0
4206,[crosstalk],unknown,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4207,"I'm gonna bring you all in on this. Governor — Governor O'Malley, Secretary Clinton...",cooper,d_las_vegas_2015_10_13,63.00000000000002,4,0,2,7.834999999999999,2,0,1,0,14,2,7.0,1.0
4208,I don't believe that any...,sanders,d_las_vegas_2015_10_13,6.0,0,0,3,1.38,1,0,0,0,5,1,5.0,0.0
4209,[crosstalk],sanders,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4210,"Secretary Clinton voted to authorize military force in Iraq, supported more troops in Afghanistan. As Secretary of State, she wanted to arm Syrian rebels and push for the bombing of Libya. Is she too quick to use military force?",cooper,d_las_vegas_2015_10_13,53.23499999999999,9,0,8,8.7125,4,0,0,2,39,3,13.0,3.7416573867739413
4211,"Anderson, no president — no commander in chief — should take the military option off the table, even if most of us would agree that it should be the last option.",o'malley,d_las_vegas_2015_10_13,47.096,5,0,11,12.9575,3,0,0,0,31,1,31.0,0.0
4212,"What disturbed people so much about — and I would agree with Senator Sanders on this — leading us into Iraq under false pretenses and telling us, as a people, that there were weapons of mass destruction there was — was one of the worst blunders in modern American history.",o'malley,d_las_vegas_2015_10_13,103.0866666666667,7,0,1,19.1325,4,2,0,1,50,1,50.0,0.0
4213,"But the reason why people remain angry about it is because people feel like a lot of our legislators got railroaded in a war fever and by polls. And I remember being at a dinner shortly before that invasion. People were talking at — and saying, ""it'll take us just a couple years to rebuild democracy,"" and I thought, ""has this world gone mad?""",o'malley,d_las_vegas_2015_10_13,104.26181818181819,8,0,4,9.33,7,2,0,0,64,3,21.333333333333332,7.408703590297623
4214,"Whenever we go — and contrary to John Quincy Adams' advice — ""searching the world for monsters to destroy,"" and when we use political might to take a — at the expense of democratic principle, we hurt ourselves, and we hurt our [inaudible].",o'malley,d_las_vegas_2015_10_13,49.77777777777779,10,0,2,17.2925,1,8,0,0,43,1,43.0,0.0
4215,Does she — does she want to use military force too rapidly?,cooper,d_las_vegas_2015_10_13,13.970000000000002,1,0,5,5.125,0,0,0,2,12,1,12.0,0.0
4216,"I believe that, as president, I would not be so quick to pull for a military tool. I believe that a no-fly zone in Syria, at this time, actually, Secretary, would be a mistake.",o'malley,d_las_vegas_2015_10_13,40.459999999999994,5,0,2,7.8225,4,0,0,0,34,2,17.0,0.0
4217,"You have to enforce no-fly zones, and I believe, especially with the Russian air force in the air, it could lead to an escalation because of an accident that we would deeply regret.",o'malley,d_las_vegas_2015_10_13,76.23,5,0,25,13.604999999999999,3,1,1,0,33,1,33.0,0.0
4218,"I support President Obama. I think we have to play a long game, and I think, ultimately — you want to talk about blunders? I think Assad's invasion of Syria will be seen as a blunder.",o'malley,d_las_vegas_2015_10_13,51.84000000000001,9,0,3,5.577500000000001,5,1,1,0,36,3,12.0,6.531972647421808
4219,"Governor O'Malley, just for the record, on the campaign trail, you've been saying that Secretary Clinton is always quick for the — for the military intervention. Senator — Secretary Clinton, you can respond.",cooper,d_las_vegas_2015_10_13,38.115,10,0,23,12.084999999999999,2,0,2,0,33,2,16.5,9.5
4220,"Well, first of all, I...",clinton,d_las_vegas_2015_10_13,5.0,0,0,0,-1.1075,1,1,0,0,5,1,5.0,0.0
4221,"Anderson, can I come into this discussion at some point?",webb,d_las_vegas_2015_10_13,10.0,2,0,4,7.76,2,0,0,0,10,1,10.0,0.0
4222,"Well — yes, you'll be coming in next, but she was directly quoted, Senator.",cooper,d_las_vegas_2015_10_13,14.0,3,0,7,7.460000000000001,1,1,1,1,14,1,14.0,0.0
4223,"Thank you. I've been standing over here for about ten minutes, trying.",webb,d_las_vegas_2015_10_13,13.0,3,0,3,6.325,1,0,1,2,12,2,6.0,4.0
4224,OK.,cooper,d_las_vegas_2015_10_13,1.0,0,0,0,-10.9525,0,0,0,0,1,1,1.0,0.0
4225,It's just — it's gone back and forth over there.,webb,d_las_vegas_2015_10_13,13.970000000000002,0,0,0,2.03,2,0,0,0,10,1,10.0,0.0
4226,Secretary?,cooper,d_las_vegas_2015_10_13,1.0,1,0,0,23.4,0,0,0,0,1,1,1.0,0.0
4227,"Well, I am in the middle, here, and... [laughter]",clinton,d_las_vegas_2015_10_13,9.0,1,0,0,3.1075,2,1,0,2,9,2,4.5,3.5
4228,Lots of things coming from all directions.,clinton,d_las_vegas_2015_10_13,7.0,1,0,0,6.8925,0,0,0,0,7,1,7.0,0.0
4229,You got the lucky [inaudible].,webb,d_las_vegas_2015_10_13,5.0,1,0,1,5.865,1,0,1,0,5,1,5.0,0.0
4230,"You know, I have to say, I was very pleased when Governor O'Malley endorsed me for president in 2008, and I enjoyed his strong support in that campaign. And I consider him, obviously, a friend.",clinton,d_las_vegas_2015_10_13,68.59999999999998,9,0,2,9.157499999999999,6,0,1,2,35,2,17.5,10.5
4231,"Let me say — because there's a lot of loose talk going on here — we are already flying in Syria just as we are flying in Iraq. The president has made a very tough decision. What I believe and why I have advocated that the no-fly zone — which of course would be in a coalition — be put on the table is because I'm trying to figure out what leverage we have to get Russia to the table. You know, diplomacy is not about getting to the perfect solution. It's about how you balance the risks.",clinton,d_las_vegas_2015_10_13,79.51201923076923,13,0,3,7.4,10,3,2,2,98,5,19.6,14.374978260853128
4232,Thank you.,cooper,d_las_vegas_2015_10_13,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0
4233,"And I think we have an opportunity here — and I know that inside the administration this is being hotly debated — to get that leverage to try to get the Russians to have to deal with everybody in the region and begin to move toward a political, diplomatic solution in Syria.",clinton,d_las_vegas_2015_10_13,42.897727272727266,11,0,4,20.22,6,1,0,2,52,2,26.0,17.0
4234,"Thank you, Secretary.",cooper,d_las_vegas_2015_10_13,3.0,1,0,0,9.3375,0,0,1,0,3,1,3.0,0.0
4235,[crosstalk],cooper,d_las_vegas_2015_10_13,1.0,0,0,0,8.649999999999999,0,0,0,0,1,1,1.0,0.0
4236,"Senator Webb, you said as president you would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was, in your words, ""inevitable."" Should Secretary Clinton have seen that attack coming?",cooper,d_las_vegas_2015_10_13,60.839999999999996,8,0,8,10.602500000000001,4,1,4,0,38,2,19.0,11.0
4237,"Look, let's start — I've been trying to get in this conversation for about 10 minutes — let's start with why Russia is in Syria right now. There are three strategic failings that have allowed this to occur. The first was the invasion of Iraq, which destabilized ethnic elements in Iraq and empowered Iran. The second was the Arab Spring, which created huge vacuums in Libya and in Syria that allowed terrorist movements to move in there. And the third was the recent deal allowing Iran to move forward and eventually acquire a nuclear weapon, which sent bad signals, bad body language into the region about whether we are acquiescing in Iran becoming a stronger piece of the formula in that part of the world.",webb,d_las_vegas_2015_10_13,73.99817124387313,27,0,2,11.884999999999998,17,2,0,0,125,5,25.0,12.759310326189265
4238,"Now, I say this as someone who spent five years in the Pentagon and who opposed the war in Iraq, whose son fought in Iraq, I've fought in Vietnam. But if you want a place where we need to be in terms of our national strategy, a focus, the greatest strategic threat that we have right now is resolving our relationship with China. And we need to do this because of their aggression in the region. We need to do it because of the way they treat their own people.",webb,d_las_vegas_2015_10_13,61.583391196843195,12,0,64,8.91,13,6,1,3,90,4,22.5,9.17877987534291
4239,Senator...,cooper,d_las_vegas_2015_10_13,1.0,1,0,0,20.497500000000002,0,0,0,0,1,1,1.0,0.0
