,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
5689,"If I'm our nominee, how is Hillary Clinton gonna lecture me about living paycheck to paycheck? I was raised paycheck to paycheck. How is she -- how is she gonna lecture me -- how is she gonna lecture me about student loans? I owed over $100,000 just four years ago.",rubio,r_cleveland_2016_08_05,24.0,5,1,16,5.5775,8,1,0,3,50,5,10.0,3.40587727318528,265
5690,"If I'm our nominee, we will be the party of the future.",rubio,r_cleveland_2016_08_05,47.320000000000036,2,0,0,4.025,2,2,0,0,12,1,12.0,0.0,55
5691,"Governor Bush, you have insisted that you're your own man. You say you have a life experience uniquely your own. Not your father's, not your brother's.",baier,r_cleveland_2016_08_05,14.5,6,1,6,6.27,1,0,12,0,26,3,8.666666666666666,1.8856180831641267,151
5692,"But there are several opponents on this stage who get big- applause lines in early voting states with this line: quote, ""the last thing the country needs is another Bush in the Oval Office.""",baier,r_cleveland_2016_08_05,80.91999999999999,3,1,0,13.535,3,0,0,0,34,2,17.0,3.0,190
5693,So do you understand the real concern in this country about dynastic politics?,baier,r_cleveland_2016_08_05,13.0,3,0,3,10.17,1,0,1,0,13,1,13.0,0.0,78
5694,"Absolutely, I do, and I'm gonna run hard, run with heart, and run to win.",bush,r_cleveland_2016_08_05,16.96,1,0,0,5.0675,2,0,0,1,15,1,15.0,0.0,73
5695,I'm gonna have to earn this. Maybe the barrier -- the bar's even higher for me. That's fine.,bush,r_cleveland_2016_08_05,56.000000000000014,2,0,2,3.6875,1,0,0,0,18,3,6.0,3.265986323710904,92
5696,"I've got a record in Florida. I'm proud of my dad, and I'm certainly proud of my brother. In Florida, they called me Jeb, because I earned it.",bush,r_cleveland_2016_08_05,31.0,1,0,6,3.52,9,0,0,1,28,3,9.333333333333334,2.494438257849294,142
5697,"I cut taxes every year, totaling $19 billion. We were -- we had -- we balanced every budget. We went from $1 billion of reserves to $9 billion of reserves.",bush,r_cleveland_2016_08_05,18.75,6,0,9,5.0075,1,6,0,0,30,3,10.0,1.632993161855452,155
5698,We were one of two states that went to AAA bond rating.,bush,r_cleveland_2016_08_05,12.0,1,0,0,2.8499999999999996,0,3,0,0,12,1,12.0,0.0,55
5699,"They keep -- they called me Veto Corleone. Because I vetoed 2,500 separate line-items in the budget.",bush,r_cleveland_2016_08_05,39.000000000000014,4,0,6,6.39,3,0,0,2,17,2,8.5,0.5,100
5700,"I am my own man. I governed as a conservative, and I govern effectively. And the net effect was, during my eight years, 1.3 million jobs were created. We left the state better off because I applied conservative principles in a purple state the right way, and people rose up.",bush,r_cleveland_2016_08_05,61.11636363636364,7,0,2,7.0225,7,2,0,0,50,4,12.5,6.34428877022476,274
5701,"Mr. Trump, one of the things people love about you is you speak your mind and you don't use a politician's filter. However, that is not without its downsides, in particular, when it comes to women.",kelly,r_cleveland_2016_08_05,134.7733333333333,4,1,4,7.745000000000001,5,0,5,0,36,3,12.0,3.559026084010437,197
5702,"You've called women you don't like ""fat pigs, dogs, slobs, and disgusting animals."" [laughter] Your Twitter account...",kelly,r_cleveland_2016_08_05,101.07999999999991,4,0,2,12.0825,0,0,4,0,17,3,5.666666666666667,5.2493385826745405,118
5703,Only Rosie O'Donnell. [laughter],trump,r_cleveland_2016_08_05,5.0,2,0,0,9.137500000000001,0,0,0,0,4,2,2.0,1.0,32
5704,"No, it wasn't.  Your Twitter account...",kelly,r_cleveland_2016_08_05,7.0,1,0,0,5.4925,1,0,2,0,6,2,3.0,0.0,39
5705,Thank you.,trump,r_cleveland_2016_08_05,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0,10
5706,"For the record, it was well beyond Rosie O'Donnell.",kelly,r_cleveland_2016_08_05,10.0,2,0,0,4.5,1,1,0,0,9,1,9.0,0.0,51
5707,"Yes, I'm sure it was.",trump,r_cleveland_2016_08_05,6.0,0,0,0,-2.0975,2,0,0,0,5,1,5.0,0.0,21
5708,"Your Twitter account has several disparaging comments about women's looks. You once told a contestant on Celebrity Apprentice it would be a pretty picture to see her on her knees. Does that sound to you like the temperament of a man we should elect as president, and how will you answer the charge from Hillary Clinton, who was likely to be the Democratic nominee, that you are part of the war on women?",kelly,r_cleveland_2016_08_05,90.1929411764706,12,1,2,11.2075,1,1,6,4,73,3,24.333333333333332,13.816254517375139,403
5709,I think the big problem this country has is being politically correct.,trump,r_cleveland_2016_08_05,12.0,2,0,1,8.72,2,0,0,0,12,1,12.0,0.0,70
5710,"I've been challenged by so many people, and I don't frankly have time for total political correctness. And to be honest with you, this country doesn't have time either. This country is in big trouble. We don't win anymore. We lose to China. We lose to Mexico both in trade and at the border. We lose to everybody.",trump,r_cleveland_2016_08_05,48.73954372623574,7,0,9,4.51,5,4,1,0,58,7,8.285714285714286,4.7423407636279515,313
5711,"And frankly, what I say, and oftentimes it's fun, it's kidding. We have a good time. What I say is what I say. And honestly Megyn, if you don't like it, I'm sorry. I've been very nice to you, although I could probably maybe not be, based on the way you have treated me. But I wouldn't do that.",trump,r_cleveland_2016_08_05,53.22463768115942,7,0,5,3.255,12,1,3,0,59,6,9.833333333333334,5.489889697333535,293
5712,"But you know what, we -- we need strength, we need energy, we need quickness and we need brain in this country to turn it around. That, I can tell you right now.",trump,r_cleveland_2016_08_05,25.92,2,0,16,5.6,3,5,2,0,33,2,16.5,9.5,161
5713,"Senator Cruz, your colleague, Senator Paul, right there next to you, said a few months ago he agrees with you on a number of issues, but he says you do nothing to grow the party. He says you feed red meat to the base, but you don't reach out to minorities. You have a toxic relationship with GOP leaders in Congress. You even called the Republican Senate Leader Mitch McConnell a liar recently.",wallace,r_cleveland_2016_08_05,56.74283269148482,12,2,18,8.2225,2,0,9,3,73,4,18.25,9.908960591303208,394
5714,How can you win in 2016 when you're such a divisive figure?,wallace,r_cleveland_2016_08_05,40.319999999999986,1,0,3,4.995,1,0,2,0,12,1,12.0,0.0,59
5715,"Chris, I believe the American people are looking for someone to speak the truth.",cruz,r_cleveland_2016_08_05,54.88000000000004,1,0,3,7.285,1,0,0,0,14,1,14.0,0.0,80
5716,"If you're looking for someone to go to Washington, to go along to get along, to get -- to agree with the career politicians in both parties who get in bed with the lobbyists and special interests, then I ain't your guy.",cruz,r_cleveland_2016_08_05,30.28832116788321,8,0,43,15.552499999999998,5,0,3,0,42,1,42.0,0.0,219
5717,"There is a reason...  .... that we have $18 trillion in debt. Because as conservatives, as Republicans, we keep winning elections. We got a Republican House, we've got a Republican Senate, and we don't have leaders who honor their commitments. I will always tell the truth and do what I said I would do.",cruz,r_cleveland_2016_08_05,32.86415888255878,9,0,19,7.515,5,5,0,1,54,4,13.5,3.640054944640259,303
5718,"Governor Christie, you're not exactly the darling of conservatives. You tout your record as a Republican governor in a blue state. On Facebook, the most people talking about you, not surprisingly, come from your state of New Jersey, and one of the top issues they are talking about is the economy.",baier,r_cleveland_2016_08_05,54.08,10,1,7,9.905,3,0,7,1,51,3,17.0,9.273618495495704,297
5719,"This -- this may be why. Under your watch, New Jersey has undergone nine credit rating downgrades. The state's 44th in private sector growth. You face an employee pension crisis and the Garden State has the third highest foreclosure rate in the country. So why should voters believe that your management of the country's finances would be any different?",baier,r_cleveland_2016_08_05,56.021355415123125,16,0,12,8.0775,2,0,5,0,59,5,11.8,5.035871324805668,353
5720,"If you think it's bad now, you should've seen it when I got there. [laught and applause]",christie,r_cleveland_2016_08_05,50.54000000000001,1,0,11,5.6825,4,0,2,0,17,2,8.5,5.5,88
5721,"The fact is -- the fact is, in the eight years before I became governor, taxes and fees were raised at the state level 115 times. In the eight years before I became governor, spending was increased 56 percent. And in the eight years before I become governor, taxes and fees were raised at the state level 115 times.",christie,r_cleveland_2016_08_05,27.091447500501907,5,0,25,8.0875,9,2,0,0,59,3,19.666666666666668,5.312459150169742,315
5722,"In the eight years before I became Governor, spending was increased 56 percent, and in the eight years before I became governor, there was zero net private sector job growth in New Jersey. Zero. For eight years.",christie,r_cleveland_2016_08_05,32.875,8,0,11,8.9775,6,0,0,0,37,3,12.333333333333334,14.636332266733431,211
5723,"So, what did we do? We came in, we balanced an $11 billion deficit on a $29 billion budget by cutting over 800 programs in the state budget. We brought the budget into balance with no tax increases. In fact, we vetoed five income tax increases during my time as governor. We cut business taxes $2.3 billion, and we cut regulation by one-third of what my predecessor put in place.",christie,r_cleveland_2016_08_05,54.851351351351354,11,0,11,6.8375,10,7,0,0,70,5,14.0,6.387487769068525,379
5724,"And, what's happened since? A hundred ninety-two thousand private sector jobs in the five and a half years I've been governor. We have a lot of work to do in New Jersey, but I am darn proud we've brought our state back.",christie,r_cleveland_2016_08_05,81.00000000000001,5,0,4,5.3725000000000005,4,3,0,0,42,3,14.0,7.2571803523590805,219
5725,"Governor Walker, you've consistently said that you want to make abortion illegal even in cases of rape, incest, or to save the life of the mother. You recently signed an abortion law in Wisconsin that does have an exception for the mother's life, but you're on the record as having objected to it. Would you really let a mother die rather than have an abortion, and with 83 percent of the American public in favor of a life exception, are you too out of the mainstream on this issue to win the general election?",kelly,r_cleveland_2016_08_05,61.188143788101755,16,1,11,13.0425,7,0,6,0,94,3,31.333333333333332,6.847546194724712,511
5726,"Well, I'm pro-life, I've always been pro-life, and I've got a position that I think is consistent with many Americans out there in that...  ...in that I believe that that is an unborn child that's in need of protection out there, and I've said many a time that that unborn child can be protected, and there are many other alternatives that can also protect the life of that mother. That's been consistently proven.",walker,r_cleveland_2016_08_05,23.80128205128205,8,0,7,15.29,11,1,0,0,73,3,24.666666666666668,16.73983937265296,414
5727,"Unlike Hillary Clinton, who has a radical position in terms of support for Planned Parenthood, I defunded Planned Parenthood more than four years ago, long before any of these videos came out...  ...I've got a position that's in line with everyday America.",walker,r_cleveland_2016_08_05,77.44000000000003,7,1,20,18.555,4,0,0,0,42,3,14.333333333333334,13.021349989749739,256
5728,"Governor Huckabee, like Governor Walker, you have staked out strong positions on social issues. You favor a constitutional amendment banning same sex marriage. You favor a constitutional amendment banning abortions, except for the life of the mother. Millions of people in this country agree with you, but according to the polls, and again this an electability question, according to the polls, more people don't, so how do you persuade enough Independents and Democrats to get elected in 2016?",wallace,r_cleveland_2016_08_05,54.75,16,2,17,12.01,4,0,5,0,78,4,19.5,12.579745625409124,494
5729,"Chris, I disagree with the idea that the real issue is a constitutional amendment. That's a long and difficult process. I've actually taken the position that's bolder than that.",huckabee,r_cleveland_2016_08_05,35.84,8,0,6,8.44,5,0,0,0,29,3,9.666666666666666,3.2998316455372216,177
5730,"A lot of people are talking about defunding planned parenthood, as if that's a huge game changer. I think it's time to do something even more bold. I think the next president ought to invoke the Fifth, and Fourteenth Amendments to the constitution now that we clearly know that that baby inside the mother's womb is a person at the moment of conception.",huckabee,r_cleveland_2016_08_05,76.23,13,0,7,10.057500000000001,7,1,0,0,63,3,21.0,10.98483803552272,353
5731,"The reason we know that it is is because of the DNA schedule that we now have clear scientific evidence on. And, this notion that we just continue to ignore the personhood of the individual is a violation of that unborn child's Fifth and 14th Amendment rights for due process and equal protection under the law.",huckabee,r_cleveland_2016_08_05,54.10545695364238,12,0,0,13.105,6,3,0,0,56,2,28.0,7.0,311
5732,"It's time that we recognize the Supreme Court is not the Supreme Being, and we change the policy to be pro-life and protect children instead of rip up their body parts and sell them like they're parts to a Buick.",huckabee,r_cleveland_2016_08_05,61.74000000000001,2,0,0,14.717500000000001,3,2,0,2,40,1,40.0,0.0,212
5733,"Senator Paul, you recently blamed the rise of ISIS on Republican hawks. You later said that that statement, you could have said it better. But, the statement went on, and you said, quote, ""Everything they've talked about in foreign policy, they've been wrong for the last 20 years.""",baier,r_cleveland_2016_08_05,45.26314595660749,7,1,11,8.6075,3,1,4,2,48,3,16.0,5.656854249492381,282
5734,Why are you so quick to blame your own party?,baier,r_cleveland_2016_08_05,10.0,0,0,0,1.835,0,0,3,0,10,1,10.0,0.0,45
5735,"First of all, only ISIS is responsible for the terrorism. Only ISIS is responsible for the depravity. But, we do have to examine, how are we going to defeat ISIS?",paul,r_cleveland_2016_08_05,25.37037037037037,4,0,11,6.675000000000001,5,2,0,0,30,3,10.0,2.449489742783178,162
5736,"I've got a proposal. I'm the leading voice in America for not arming the allies of ISIS.  I've been fighting amidst a lot of opposition from both Hillary Clinton, as well as some Republicans who wanted to send arms to the allies of ISIS. ISIS rides around in a billion dollars worth of U.S. Humvees. It's a disgrace. We've got to stop -- we shouldn't fund our enemies, for goodness sakes. So, we didn't create ISIS -- ISIS created themselves, but we will stop them, and one of the ways we stop them is by not funding them, and not arming them.",paul,r_cleveland_2016_08_05,48.40577491238353,17,1,24,7.2925,12,7,0,1,102,7,14.571428571428571,9.911856433543804,543
5737,"Governor Kasich, You chose to expand Medicaid in your state, unlike several other governors on this stage tonight, and it is already over budget by some estimates costing taxpayers an additional $1.4 billion in just the first 18 months.",kelly,r_cleveland_2016_08_05,383.32000000000085,12,1,4,18.525,4,0,3,0,39,1,39.0,0.0,236
5738,"You defended your Medicaid expansion by invoking God, saying to skeptics that when they arrive in heaven, Saint Peter isn't going to ask them how small they've kept government, but what they have done for the poor.",kelly,r_cleveland_2016_08_05,141.9600000000001,7,0,1,16.4,3,0,3,4,37,1,37.0,0.0,214
5739,"Why should Republican voters, who generally want to shrink government, believe that you won't use your Saint Peter rationale to expand every government program?",kelly,r_cleveland_2016_08_05,87.50000000000006,7,0,12,15.5625,0,0,3,0,24,1,24.0,0.0,160
5740,"Well, first of all...  ...first of all, Megyn, you should know that -- that President Reagan expanded Medicaid three or four times.",kasich,r_cleveland_2016_08_05,23.915769230769232,5,0,16,11.8575,0,1,1,0,22,1,22.0,0.0,131
5741,"Secondly, I had an opportunity to bring resources back to Ohio to do what?",kasich,r_cleveland_2016_08_05,27.439999999999994,3,0,0,7.890000000000001,1,0,0,0,14,1,14.0,0.0,74
5742,"To treat the mentally ill. Ten thousand of them sit in our prisons. It costs $22,500 a year...  ...to keep them in prison. I'd rather get them their medication so they could lead a decent life.",kasich,r_cleveland_2016_08_05,72.57600000000004,4,0,7,4.215,5,1,0,2,36,5,7.4,3.006659275674582,193
5743,"Secondly, we are rehabbing the drug-addicted. Eighty percent of the people in our prisons have addictions or problems. We now treat them in the prisons, release them in the community and the recidivism rate is 10 percent and everybody across this country knows that the tsunami of drugs is -- is threatening their very families.",kasich,r_cleveland_2016_08_05,46.2741116751269,13,0,6,11.4625,6,3,0,1,55,3,18.333333333333332,13.424687043734847,328
5744,"So we're treating them and getting them on their feet. And, finally, the working poor, instead of them having come into the emergency rooms where it costs more, where they're sicker and we end up paying, we brought a program in here to make sure that people could get on their feet.",kasich,r_cleveland_2016_08_05,68.04,6,0,36,10.3375,4,3,0,5,52,2,26.0,16.0,282
5745,And do you know what?,kasich,r_cleveland_2016_08_05,5.0,0,0,3,-1.5175,0,0,1,0,5,1,5.0,0.0,21
5746,Everybody has a right to their God-given purpose.,kasich,r_cleveland_2016_08_05,8.0,1,0,0,6.562499999999999,0,0,0,1,8,1,8.0,0.0,49
5747,"And finally, our Medicaid is growing at one of the lowest rates in the country. And, finally, we went from $8 billion in the hole to $2 billion in the black. We've cut $5 billion in taxes... [timer sounds] ...and we've grown 350,000 jobs.",kasich,r_cleveland_2016_08_05,27.810810810810807,5,0,16,6.074999999999999,5,5,0,0,44,5,9.0,5.403702434442518,238
5748,"Gentlemen, we're turning to a new subject that all of you have been talking about and some of you have been disagreeing about, and that is the issue of immigration.",wallace,r_cleveland_2016_08_05,32.3175,5,0,4,12.682500000000001,3,1,2,0,30,1,30.0,0.0,164
5749,"Governor Bush, you released a new plan this week on illegal immigration focusing on enforcement, which some suggest is your effort to show that you're not soft on that issue.",wallace,r_cleveland_2016_08_05,67.27000000000001,9,1,4,14.835,4,1,4,0,30,1,30.0,0.0,174
5750,"I want to ask you about a statement that you made last year about illegal immigrants. And here's what you said. ""They broke the law, but it's not a felony, it's an act of love. It's an act of commitment to your family.""",wallace,r_cleveland_2016_08_05,37.74803149606299,4,0,1,5.5275,6,0,5,3,43,4,10.75,4.437059837324712,219
5751,Do you stand by that statement and do you stand by your support for earned legal status?,wallace,r_cleveland_2016_08_05,18.615,4,0,2,6.4175,0,0,4,0,17,1,17.0,0.0,88
5752,I do. I believe that the great majority of people coming here illegally have no other option. They want to provide for their family.,bush,r_cleveland_2016_08_05,92.64000000000007,4,0,2,7.4,3,0,0,4,24,3,8.0,5.354126134736337,132
5753,"But we need to control our border. It's not -- it's our responsibility to pick and choose who comes in. So I -- I've written a book about this and yet this week, I did come up with a comprehensive strategy that -- that really mirrored what we said in the book, which is that we need to deal with E-Verify, we need to deal with people that come with a legal visa and overstay.",bush,r_cleveland_2016_08_05,38.392857142857146,9,0,7,9.3,8,7,0,0,75,3,25.0,21.354156504062622,375
5754,"We need to be much more strategic on how we deal with border enforcement, border security. We need to eliminate the sanctuary cities in this country. It is ridiculous and tragic......that people are dying because of the fact that -- that local governments are not following the federal law. There's much to do. And I think rather than talking about this as a wedge issue, which Barack Obama has done now for six long years, the next president -- and I hope to be that president -- will fix this once and for all so that we can turn this into a driver for high sustained economic growth.",bush,r_cleveland_2016_08_05,108.77103448275861,17,0,6,9.765,7,5,0,0,108,6,18.0,8.888194417315589,586
5755,"And there should be a path to earned legal status...[timer sounds] ...for those that are here. Not -- not amnesty, earned legal status, which means you pay a fine and do many things over an extended period of time.",bush,r_cleveland_2016_08_05,70.98,4,0,0,8.559999999999999,0,0,1,2,39,3,13.333333333333334,6.944222218666553,214
5756,"Thank you, sir.  Mr. Trump, it has not escaped anybody's notice that you say that the Mexican government, the Mexican government is sending criminals -- rapists, drug dealers, across the border.",wallace,r_cleveland_2016_08_05,44.84666666666666,7,1,6,10.225,2,0,2,0,31,2,15.5,12.5,194
5757,"Governor Bush has called those remarks, quote, ""extraordinarily ugly.""",wallace,r_cleveland_2016_08_05,9.0,3,1,3,14.2875,0,0,0,0,9,1,9.0,0.0,70
5758,"I'd like you -- you're right next to him -- tell us -- talk to him directly and say how you respond to that and -- and you have repeatedly said that you have evidence that the Mexican government is doing this, but you have evidence you have refused or declined to share.",wallace,r_cleveland_2016_08_05,19.13031155897577,8,0,18,18.71,2,0,7,2,53,2,26.5,2.5,270
5759,Why not use this first Republican presidential debate to share your proof with the American people?,wallace,r_cleveland_2016_08_05,16.0,3,0,2,11.1825,0,0,2,0,16,1,16.0,0.0,99
5760,"So, if it weren't for me, you wouldn't even be talking about illegal immigration, Chris. You wouldn't even be talking about it.  This was not a subject that was on anybody's mind until I brought it up at my announcement. And I said, Mexico is sending. Except the reporters, because they're a very dishonest lot, generally speaking, in the world of politics, they didn't cover my statement the way I said it.",trump,r_cleveland_2016_08_05,63.31,14,0,45,9.395,14,1,2,2,72,5,14.4,7.391887445030531,407
5761,"The fact is, since then, many killings ,murders, crime, drugs pouring across the border, are money going out and the drugs coming in. And I said we need to build a wall, and it has to be built quickly.",trump,r_cleveland_2016_08_05,70.98,3,0,2,6.9075,4,1,0,0,39,2,19.5,3.5,201
5762,"And I don't mind having a big beautiful door in that wall so that people can come into this country legally. But we need, Jeb, to build a wall, we need to keep illegals out. [cheering and applause]",trump,r_cleveland_2016_08_05,60.839999999999996,4,0,16,7.4175,4,2,0,0,38,3,12.666666666666666,7.408703590297623,197
5763,"Mr. Trump, I'll give you 30 seconds -- I'll give you 30 seconds to answer my question, which was, what evidence do you have, specific evidence that the Mexican government is sending criminals across the border? Thirty seconds.",wallace,r_cleveland_2016_08_05,33.39417147251058,7,1,12,17.282500000000002,4,0,3,0,38,2,19.0,17.0,226
5764,"Border Patrol, I was at the border last week. Border Patrol, people that I deal with, that I talk to, they say this is what's happening. Because our leaders are stupid. Our politicians are stupid.",trump,r_cleveland_2016_08_05,22.604803493449786,5,0,15,4.7375,4,3,0,1,35,4,8.75,5.11737237261468,196
5765,"And the Mexican government is much smarter, much sharper, much more cunning. And they send the bad ones over because they don't want to pay for them. They don't want to take care of them.",trump,r_cleveland_2016_08_05,28.498161764705884,3,0,5,4.91,1,0,0,3,35,3,11.666666666666666,2.8674417556808756,187
5766,Why should they when the stupid leaders of the United States will do it for them? And that's what is happening whether you like it or not. [cheering and applause],trump,r_cleveland_2016_08_05,89.69333333333331,4,0,0,6.379999999999999,3,0,1,1,30,3,10.0,5.354126134736337,162
5767,"All right. Obviously there's a lot more to talk about this. We're going to have more questions for the candidates on illegal immigration, plus other key topics including your questions on Facebook.",wallace,r_cleveland_2016_08_05,80.91999999999999,8,0,2,11.1425,3,1,2,0,32,3,10.666666666666666,7.84573486395988,197
5768,[video clip begins],wallace,r_cleveland_2016_08_05,3.0,1,0,3,3.0825,0,0,0,0,3,1,3.0,0.0,19
5769,UNIDENTIFIED MALE: What will be your plan on making immigration easier for those that want to do it legally?,unidentified,r_cleveland_2016_08_05,19.0,4,0,0,10.8475,2,0,2,0,19,1,19.0,0.0,108
5770,UNIDENTIFIED MALE: What specific steps would you take to contain the growth of ISIS?,unidentified,r_cleveland_2016_08_05,14.0,3,0,8,9.457500000000001,1,0,1,0,14,1,14.0,0.0,84
5771,UNIDENTIFIED FEMALE: I'd like to know what the candidates are going to do so that I feel safe in my own country again.,unidentified,r_cleveland_2016_08_05,80.63999999999997,3,0,5,9.3825,4,0,0,0,23,1,23.0,0.0,118
5772,[video clip ends],unidentified,r_cleveland_2016_08_05,3.0,0,0,3,0.41,0,0,0,0,3,1,3.0,0.0,17
5773,[commercial break],unidentified,r_cleveland_2016_08_05,2.0,1,0,0,15.524999999999999,0,0,0,0,2,1,2.0,0.0,18
5774,Welcome back to FOX News/Facebook Republican Debate Night. We're going to continue the questions now on illegal immigration. We kind of ended with a cliffhanger there. So let's continue the conversation.,wallace,r_cleveland_2016_08_05,80.91999999999999,10,0,6,9.2875,2,3,0,0,31,4,7.75,1.7853571071357126,203
5775,"Governor Kasich, I know you don't like to talk about Donald Trump. But I do want to ask you about the merit of what he just said. When you say that the American government is stupid, that the Mexican government is sending criminals, that we're being bamboozled, is that an adequate response to the question of illegal immigration?",wallace,r_cleveland_2016_08_05,62.99999999999999,12,2,7,10.415,7,1,3,1,58,3,19.333333333333332,8.339997335464536,330
5776,"Chris, first of all, I was just saying to Chris Christie, they say we're outspoken, we need to take lessons from Donald Trump if we're really going to learn it. Here is the thing about Donald Trump. Donald Trump is hitting a nerve in this country. He is. He's hitting a nerve. People are frustrated. They're fed up. They don't think the government is working for them. And for people who want to just tune him out, they're making a mistake.",kasich,r_cleveland_2016_08_05,55.466225541365134,6,4,44,4.7075000000000005,8,3,0,9,81,9,9.0,8.273115763993903,440
5777,"Now, he's got his solutions. Some of us have other solutions. You know, look, I balanced the federal budget as one of the chief architects when I was in Washington. Hasn't been done since. I was a military reformer. I took the state of Ohio from an $8 billion hole and a 350,000 job loss to a $2 billion surplus and a gain of 350,000 jobs.",kasich,r_cleveland_2016_08_05,76.45866666666667,10,0,14,4.824999999999999,5,0,1,2,66,6,11.0,8.812869377601524,339
5778,"Respectfully, can we talk about illegal immigration?",wallace,r_cleveland_2016_08_05,7.0,3,0,4,15.344999999999999,2,1,0,0,7,1,7.0,0.0,52
5779,"But the point is that we all have solutions. Mr. Trump is touching a nerve because people want the wall to be built. They want to see an end to illegal immigration. They want to see it, and we all do. But we all have different ways of getting there. And you're going to hear from all of us tonight about what our ideas are.",kasich,r_cleveland_2016_08_05,58.43119266055046,4,1,8,3.8850000000000002,6,4,1,3,65,6,10.833333333333334,2.608745973749755,323
5780,"All right, well, Senator Rubio, let me see if I can do better with you. Is it as simple as our leaders are stupid, their leaders are smart, and all of these illegals coming over are criminals?",wallace,r_cleveland_2016_08_05,76.66400000000004,5,1,8,7.8575,5,2,1,1,37,2,18.5,3.5,192
5781,"Let me set the record straight on a couple of things. The first is, the evidence is now clear that the majority of people coming across the border are not from Mexico. They're coming from Guatemala, El Salvador, Honduras. Those countries are the source of the people that are now coming in its majority.",rubio,r_cleveland_2016_08_05,41.25,8,0,2,7.2575,4,0,0,1,54,4,13.5,5.172040216394301,303
5782,"I also believe we need a fence. The problem is if El Chapo builds a tunnel under the fence, we have to be able to deal with that too. And that's why you need an e-verify system and you need an entry-exit tracking system and all sorts of other things to prevent illegal immigration. But I agree with what Governor Kasich just said. People are frustrated. This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States, and people feel like we're being taken advantage of. We feel like despite our generosity, we're being taken advantage of.",rubio,r_cleveland_2016_08_05,59.16203703703704,17,1,16,7.5175,11,6,2,0,114,9,12.666666666666666,6.48074069840786,630
5783,"And let me tell you who never gets talked about in these debates. The people that call my office, who have been waiting for 15 years to come to the United States. And they've paid their fees, and they hired a lawyer, and they can't get in. And they're wondering, maybe they should come illegally.",rubio,r_cleveland_2016_08_05,59.92673076923076,4,0,7,5.915,4,0,1,6,55,4,13.75,3.960744879438715,296
5784,"And so these are important issues, and we should address it. It's a serious problem that needs to be addressed, and otherwise we're going to keep talking about this for the next 30 years, like we have for the last 30 years.",rubio,r_cleveland_2016_08_05,54.88,5,0,0,8.415000000000001,4,3,0,0,42,2,21.0,10.0,223
5785,Governor Walker.,wallace,r_cleveland_2016_08_05,2.0,2,1,0,15.099999999999998,0,0,0,0,2,1,2.0,0.0,16
5786,"Governor Walker, from 2002 until as recently as 2013, just two years ago, you supported comprehensive immigration reform, including a path to citizenship. Now you say that was a quick reaction to something you hadn't really thought about, and that you've changed your mind. Other than politics, could you explain why in the last two years you've changed your position on a path to citizenship, and are there other past positions that we shouldn't hold you to?",wallace,r_cleveland_2016_08_05,73.4832402234637,13,1,25,13.422500000000001,3,1,11,0,77,3,25.666666666666668,5.2493385826745405,459
5787,"Chris, I actually said that on your show earlier this year.  I acknowledged that. I said I actually listened to the American people. And I think people across America want a leader who's actually going to listen to them.",walker,r_cleveland_2016_08_05,32.337164750957854,4,0,8,7.862500000000001,5,0,2,0,39,4,9.75,4.656984002549289,220
5788,"I talked to border state governors and other elected officials. I look at how this president, particularly through last November, messed up the immigration system in this country. Most importantly, I listened to the people of America.",walker,r_cleveland_2016_08_05,76.66400000000004,10,0,6,10.635,6,0,0,0,37,3,12.333333333333334,4.027681991198191,234
5789,"I believe we need to secure the border. I've been to the border with Governor Abbott in Texas and others, seeing the problems that they have there. There is international criminal organizations penetrating our southern based borders, and we need to do something about it. Secure the border, enforce the law, no amnesty, and go forward with the legal immigration system that gives priority to American working families and wages.",walker,r_cleveland_2016_08_05,57.325115562403695,18,0,1,11.135,7,3,0,1,70,4,17.5,6.103277807866851,428
5790,"Senator Cruz, some 1,400 people submitted questions on this very hot topic of illegal immigration on Facebook, and a number of them were about the murder of Kate Steinle in San Francisco, allegedly shot down by an illegal. Doug Bettencourt sent this question, ""will you support Kate Steinle's Law,"" which would impose a mandatory five-year prison term for an illegal who is deported and then returns to this country? ""And will you defund sanctuary cities for violating federal law?""",wallace,r_cleveland_2016_08_05,102.79294117647058,21,1,18,18.7075,7,1,2,0,79,3,26.666666666666668,12.036980056845191,482
5791,"Chris, absolutely yes. And not only will I support it......I have authored Kate's law in the United States Senate and filed that legislation. I tried to get the Senate to vote to pass Kate's law on the floor of the Senate just one week ago, and the leader of our own party blocked a vote on Kate's law.",cruz,r_cleveland_2016_08_05,50.66959064327486,5,0,8,7.574999999999999,5,2,0,0,58,6,10.0,12.083045973594572,302
5792,"You know, there was reference made to our leaders being stupid. It's not a question of stupidity. It's that they don't want to enforce the immigration laws. That there are far too many in the Washington cartel that support amnesty.",cruz,r_cleveland_2016_08_05,73.96000000000002,8,0,0,6.73,4,1,1,1,40,4,10.0,2.5495097567963922,231
