speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
CASTRO,"As to the question of what my Department of Justice would do, I agree with those who say that a president should not direct an attorney general specifically to prosecute or not prosecute. However, I believe that the evidence is plain and clear and that if it gets that far, that you're likely to see a prosecution of Donald Trump.",Detroit-MI,0,0,0,1,74.42,9,5.666666666666667,13.580000000000002,3,0,0,0,60,2,30.0,3.0,330
LEMON,"Thank you, Secretary.",Detroit-MI,0,0,0,0,3.0,1,0.0,9.3375,0,0,0,0,3,1,3.0,0.0,21
LEMON,"Mayor de Blasio, I'm going to bring you in. What's your response?",Detroit-MI,0,0,1,0,14.0,2,3.0,2.5325,0,0,2,0,12,2,6.0,3.0,65
BLASIO,"I think it's obvious at this point in our history that the president has committed the crimes worthy of impeachment. But I want to caution my fellow Democrats. While we move in every way we can for impeachment, we have to remember at the same time the American people are out there looking for us to do something for them in their lives. And what they see when they turn on the TV or go online is just talk about impeachment.",Detroit-MI,0,0,0,0,110.74823529411768,8,1.0,8.405,3,4,0,3,81,4,20.25,9.65336728815391,425
BLASIO,"We need more talk about working people and their lives. For example, are we really ready -- and I ask people on this stage this question -- are we ready to make sure that the wealthy pay their fair share in taxes? That's something every American wants to know about. That's something they want answers to right now.",Detroit-MI,0,0,0,0,62.79466666666668,4,0.5,6.63,1,3,0,3,58,4,14.5,10.136567466356647,315
BLASIO,"So, yeah, move for impeachment, but don't forget to do the people's business and to stand up for working people, because that's how we're actually going to beat Donald Trump. The best impeachment is beating him in the election of 2020.",Detroit-MI,0,0,0,1,67.76000000000002,6,2.6666666666666665,9.782499999999999,0,0,0,1,41,2,20.5,9.5,235
BLASIO,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
LEMON,"Mayor, thank you very much. Senator Bennet, how do you respond to this conversation?",Detroit-MI,0,0,1,0,54.88000000000004,4,2.6666666666666665,7.0625,0,0,2,0,14,2,7.0,2.0,84
BENNET,"I think, look, as we go forward here, we need to recognize a very practical reality, which is that we are four months -- we've got the August recess. Then we are four months away from the Iowa Caucuses. And I just want to make sure whatever we do doesn't end up with an acquittal by Mitch McConnell in the Senate, which it surely would. And then President Trump would be running saying that he had been acquitted by the United States Congress.",Detroit-MI,0,0,0,1,103.98315789473686,12,9.75,9.4525,2,5,0,1,83,4,20.75,7.39509972887452,443
BENNET,I believe we have a moral obligation to beat Donald Trump.,Detroit-MI,0,0,0,1,11.0,2,0.5,6.034999999999999,1,1,0,0,11,1,11.0,0.0,58
BENNET,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BENNET,He has to be a single-term president. And we can't do anything that plays into our -- his hands. We were talking earlier about -- about climate up here. It's so important. Donald Trump should be the last climate denier that's ever in the White House.,Detroit-MI,0,0,0,1,88.36000000000001,6,1.0,5.2175,0,3,0,2,46,5,9.2,3.867815921162743,250
LEMON,"Senator Bennet, thank you very much. Secretary Castro, please respond.",Detroit-MI,0,0,2,0,10.0,5,2.3333333333333335,9.385,0,0,1,0,10,2,5.0,1.0,70
BENNET,But we need to be smart about how we're running or we're going to give him a second term. We can't do it.,Detroit-MI,0,0,0,0,37.85600000000001,0,1.0,2.25,0,2,0,1,23,2,11.5,7.5,105
LEMON,"Secretary, please, your turn.",Detroit-MI,0,0,0,0,4.0,1,0.0,9.1625,0,0,1,0,4,1,4.0,0.0,29
CASTRO,"Well, let me first say that I really do believe that we can walk and chew gum at the same time. All of us have a vision for the future of the country that we're articulating to the American people. We're going to continue to do that. We have an election coming up.",Detroit-MI,0,0,0,0,47.93664383561644,5,1.3333333333333333,5.0025,1,2,0,0,53,4,13.25,6.796138609534093,264
CASTRO,"At the same time, Senator, you know, I think that too many folks in the Senate and in the Congress have been spooked by 1998. I believe that the times are different. And in fact, I think that folks are making a mistake by not pursuing impeachment. The Mueller Report clearly details that he deserves it.",Detroit-MI,0,0,0,0,55.0,8,4.2,6.5875,3,0,1,1,56,4,14.0,7.0,303
CASTRO,"And what's going to happen in the fall of next year, of 2020, if they don't impeach him, is he's going to say, ""You see? You see? The Democrats didn't go after me on impeachment, and you know why? Because I didn't do anything wrong.""",Detroit-MI,0,0,0,0,56.023333333333326,2,2.0,5.3975,1,0,2,1,45,4,11.25,8.699856320652657,233
CASTRO,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
CASTRO,"These folks that always investigate me, they're always trying to go after me. When it came down to it, they didn't go after me there because I didn't do anything wrong.""",Detroit-MI,0,0,0,0,29.526315789473685,2,6.666666666666667,7.2125,1,0,0,1,31,2,15.5,2.5,169
CASTRO,"Conversely, if Mitch McConnell is the one that lets him off the hook, we're going to be able to say...",Detroit-MI,0,0,0,0,61.74000000000001,2,8.5,7.387499999999999,0,0,0,1,20,1,20.0,0.0,102
LEMON,Secretary...,Detroit-MI,0,0,0,0,1.0,1,0.0,25.75,0,0,0,0,1,1,1.0,0.0,12
CASTRO,"""Well, sure, they impeached him in the House, but his friend, Mitch McConnell, Moscow Mitch, let him off the hook.""",Detroit-MI,0,0,0,0,37.333333333333336,3,3.0,8.3875,0,0,0,4,20,1,20.0,0.0,115
CASTRO,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
LEMON,"Senator Bennet, please respond.",Detroit-MI,0,0,1,0,4.0,3,2.0,12.3,0,0,0,0,4,1,4.0,0.0,31
LEMON,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BENNET,I -- I don't disagree with that. You just said it better than I did. We have to walk and chew gum at the same time. It is incredibly unusual for members of Congress to be able to do that. And I'm glad that Secretary Castro has the ambition...,Detroit-MI,0,0,1,0,50.671641791044784,8,2.3333333333333335,4.1025,3,1,1,0,49,5,9.8,2.481934729198171,242
CASTRO,"Well, my brother can. He's here tonight.",Detroit-MI,0,0,0,0,8.0,0,0.0,0.9500000000000001,1,0,0,0,7,2,3.5,0.5,40
BENNET,"Ah, that's what I was going to say. It's your brother that's given you that good feeling about the Congress.",Detroit-MI,0,0,0,0,37.03,2,0.0,4.3774999999999995,1,0,2,0,20,2,10.0,2.0,108
BENNET,(LAUGHTER),Detroit-MI,0,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BENNET,That's what we should do.,Detroit-MI,0,0,0,0,6.0,0,0.0,0.33,0,1,0,0,5,1,5.0,0.0,25
LEMON,"Thank you, Senator. Thank you, gentlemen.",Detroit-MI,0,0,0,0,6.0,1,0.0,6.78,0,0,0,0,6,2,3.0,0.0,41
LEMON,"The debate continues, right after this.",Detroit-MI,0,0,0,0,6.0,2,1.0,8.5625,0,0,0,0,6,1,6.0,0.0,39
LEMON,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
LEMON,(COMMERCIAL BREAK),Detroit-MI,0,0,0,0,2.0,1,0.0,15.524999999999999,0,0,0,0,2,1,2.0,0.0,18
TAPPER,"Welcome back to the CNN Democratic presidential debate. It is time now for closing statements. You will each receive one minute. Mayor de Blasio, let's begin with you.",Detroit-MI,0,0,1,0,235.4800000000003,6,1.75,5.975,0,0,1,0,28,4,7.0,0.7071067811865476,167
BLASIO,"Thank you. For the last three years, we’ve watched Donald Trump pit working people against each other, black versus white, citizen versus immigrant. And why? So that the wealthy and the powerful he represents can hold the American dream hostage from everyone else.",Detroit-MI,0,0,0,1,103.54400000000003,5,4.5,11.270000000000001,0,0,0,1,43,4,10.75,8.814051281902097,264
BLASIO,"We can't let them get away with it. If we're going to beat Donald Trump, this has to be a party that stands for something. This has to be the party of labor unions. This has to be the party of universal healthcare. This has to be the party that's not afraid to say out loud we're going to tax the hell out of the wealthy.",Detroit-MI,0,0,0,1,34.792859870179456,4,1.5,4.115,0,1,0,0,66,5,13.2,5.878775382679628,321
BLASIO,"And when we do that, Donald Trump right on cue will call us socialists. Well, here's what I'll say to him. Donald, you're the real socialist. The problem is, it's socialism for the rich. We, here in this country, we don't have to take that anymore. We can fight back.",Detroit-MI,0,0,0,1,84.70000000000003,6,4.666666666666667,3.6950000000000003,0,3,0,0,50,6,8.333333333333334,3.590109871423003,267
BLASIO,"If you agree that we can stand up to Donald Trump and we can stand up to the wealthy, then go to taxthehell.com and join us, so we can build a country that puts working people first.",Detroit-MI,0,0,0,1,38.0,3,1.0,12.540000000000001,0,3,1,0,37,1,37.0,0.0,182
TAPPER,Senator Bennet?,Detroit-MI,0,0,1,0,2.0,2,0.0,13.774999999999999,0,0,0,0,2,1,2.0,0.0,15
BENNET,Thank you. Thank you very much.,Detroit-MI,0,0,0,0,6.0,0,0.0,1.3175,0,0,1,0,6,2,3.0,1.0,31
BENNET,"What I want to say to all of you tonight is, we have been here before as a country. We have faced challenges that we've -- we actually even forget some of us tonight how hard the people fought, how hard they worked, how hard they organized, the votes they had to take, the people they had to get to the polls to make this country more democratic, more fair, and more free.",Detroit-MI,0,0,0,0,24.143733421750667,4,5.5,12.845,1,3,1,4,73,2,36.5,17.5,372
BENNET,"And now we have a person in the White House who has no appreciation of that history, who doesn't believe in the rule of law, who doesn't believe in the independence of the judiciary, who doesn't believe that climate change is real.",Detroit-MI,0,0,0,0,33.48238482384824,4,0.0,16.99,0,1,0,0,42,1,42.0,0.0,231
BENNET,"I think that we have an incredible opportunity in front of us, all of us, to come together just as our parents and grandparents did before them, and face challenges even harder than the ones that we face, but the only way we're going to be able to do it is to put the divisive politics of Donald Trump behind us and the divisive politics of the last 10 years behind us.",Detroit-MI,0,0,0,1,56.39306358381503,9,0.5,25.532500000000002,1,3,0,0,72,1,72.0,0.0,369
BENNET,"We need to come together united against a broken Washington, make Donald Trump a one-term president, and begin to govern this country again for our kids and our grandkids who cannot do it for themselves. We have to do it for them.",Detroit-MI,0,0,0,1,49.391999999999996,5,5.5,9.455000000000002,0,4,0,0,42,2,21.0,14.0,230
BENNET,Please join me at michaelbennet.com. Thanks for being here tonight.,Detroit-MI,0,0,0,0,11.0,1,0.5,6.869999999999999,0,0,0,0,10,2,5.0,0.0,67
BENNET,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Governor Inslee?,Detroit-MI,0,0,1,0,2.0,2,0.0,15.099999999999998,0,0,0,0,2,1,2.0,0.0,16
INSLEE,"For decades, we have kicked the can down the road on climate change. And now under Donald Trump, we face a looming catastrophe. But it is not too late. We have one last chance. And when you have one chance in life, you take it.",Detroit-MI,0,0,0,1,56.70000000000001,4,5.5,2.7750000000000004,0,3,2,0,45,5,9.0,3.03315017762062,227
INSLEE,Think about this: Literally the survival of humanity on this planet and civilization as we know it is in the hands of the next president. And we have to have a leader who will do what is necessary to save us. And that includes making this the top priority of the next presidency.,Detroit-MI,0,0,0,0,53.0,10,1.0,8.95,0,2,0,0,53,3,17.666666666666668,5.436502143433363,279
INSLEE,"And I alone on this panel am making a commitment that this will be the organizing principle of my administration not the first day, but every day. And if you share my view of the urgency of this matter, I hope you'll join me, because we are up against powerful special fossil fuel interests. And it is time to stand up on our legs and confront the fossil fuel special interests. Because that is our salvation, what it depends upon.",Detroit-MI,0,0,0,0,73.96875,12,7.25,9.575,4,3,1,0,80,4,20.0,7.54983443527075,431
INSLEE,"So I hope you will consider going to jayinslee.com and joining this effort. And I will close with this: I am confident and optimistic tonight, even in the face of this difficulty, because I know we can build a clean energy economy, I know we can save our children and our grandchildren. I know that we can defeat climate change and we will defeat Donald Trump.",Detroit-MI,0,0,0,1,40.35834896810507,10,2.0,10.1225,6,6,1,0,66,4,16.75,7.1545440106270926,360
INSLEE,This is our moral responsibility. And we will fulfill it. Thank you very much.,Detroit-MI,0,0,0,0,14.0,2,1.0,3.5050000000000003,0,2,1,0,14,3,4.666666666666667,0.4714045207910317,78
INSLEE,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Senator Gillibrand?,Detroit-MI,0,0,1,0,2.0,2,0.0,19.05,0,0,0,0,2,1,2.0,0.0,19
GILLIBRAND,"Donald trump has really torn apart the moral fabric of this country, dividing us on every racial line, every religious line, every socioeconomic line he can find.",Detroit-MI,0,0,0,0,39.015,5,2.0,14.055000000000001,0,0,0,1,27,1,27.0,0.0,162
GILLIBRAND,"I'm running for president because I want to help people, and I actually have the experience and the ability to do that. I've brought Congress together and actually made a difference in people's lives.",Detroit-MI,0,0,0,0,42.59111111111112,6,1.3333333333333333,10.382499999999999,2,0,0,0,34,2,17.0,5.0,200
GILLIBRAND,"I also know how to beat Donald Trump. He has broken his promises to the American people. I've taken this fight directly to his backyard in Michigan and Ohio and in Pennsylvania, and I'll go to all the places in this country. I will fight for your family. It doesn't matter who you are, it doesn't matter where you live, it doesn't matter who you love. Because that's my responsibility.",Detroit-MI,0,0,0,1,38.904761904761905,7,4.5,5.9925,3,0,4,3,70,6,11.666666666666666,7.408703590297623,385
GILLIBRAND,"And I've done this before. I started out in a 2-to-1 Republican district. I won it twice. I've never lost an election since. And I not only bring people together electorally, but also legislatively. I get things done.",Detroit-MI,0,0,0,0,56.000000000000014,6,1.8571428571428572,4.9125,4,0,0,0,38,6,6.333333333333333,2.494438257849294,217
GILLIBRAND,"So we need a president who's not afraid of the big challenges, of the big fights. There is no false choice. We don't need a liberal or progressive with big ideas or we don't need a moderate who can win back Trump-Obama voters. You need someone who can do both. And that's who I am.",Detroit-MI,0,0,0,1,47.38582677165354,7,1.5,4.51,1,3,1,0,55,5,11.0,6.841052550594828,281
GILLIBRAND,Please go to kirstengillibrand.com so I can make the next debate stage.,Detroit-MI,0,0,0,0,13.0,2,1.3333333333333333,6.7875000000000005,1,0,0,0,12,2,6.0,2.0,71
GILLIBRAND,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Congresswoman Gabbard?,Detroit-MI,0,0,1,0,2.0,2,0.0,24.45,0,0,0,0,2,1,2.0,0.0,22
GABBARD,Thank you.,Detroit-MI,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
GABBARD,"Now, Donald Trump and warmongering politicians in Washington have failed us. They continue to escalate tensions with other nuclear-armed countries like Russia and China and North Korea, starting a new Cold War, pushing us closer and closer to the brink of nuclear catastrophe.",Detroit-MI,0,0,0,1,86.28666666666666,15,3.6666666666666665,13.86,0,0,0,1,43,2,21.5,10.5,276
GABBARD,"Now, as we stand here tonight, there are thousands of nuclear missiles pointed at us. And if we were to get an attack right here tonight, we would have 30 minutes, 30 minutes before we were hit. And you would receive an alert like the one we received in Hawaii last year that would say, ""Incoming missile. Seek immediate shelter. This is not a drill. Seek immediate shelter. This is not a drill.""",Detroit-MI,0,0,0,0,56.06311360448808,10,0.75,5.0475,0,5,1,0,73,7,10.428571428571429,7.706345119577816,396
GABBARD,"And you would see as we did, as my loved ones in Hawaii did, there is no shelter. This is the warmonger's hoax. There is no shelter. It's all a lie.",Detroit-MI,0,0,0,0,29.983175675675675,2,0.0,1.5375,1,1,1,0,31,4,7.75,5.931905258852336,148
GABBARD,"As president, I will end this insanity, because it doesn't have to be this way. I will end these wasteful regime change wars, work to end this new Cold War through the use of diplomacy to de-escalate these tensions and take the trillions of dollars that we've been wasting on these wars and on these weapons and redirect those resources into serving the needs of our people right here at home, things like health care for all, making sure everyone in this country has clean water to drink and clean air to breathe, investing in education, investing in our infrastructure.",Detroit-MI,0,0,0,0,59.59599096555619,15,2.3333333333333335,19.9225,2,2,0,0,100,2,50.0,35.0,571
GABBARD,"The needs are great. As your president, I will put your interests above all else.",Detroit-MI,0,0,0,0,63.00000000000002,2,3.0,4.887499999999999,1,0,2,0,15,2,7.5,3.5,81
GABBARD,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Secretary Castro?,Detroit-MI,0,0,1,0,2.0,2,0.0,16.425,0,0,0,0,2,1,2.0,0.0,17
CASTRO,"Well, first of all, let me say thank you to you, Jake, Dana, and to Don, and to everybody here and to those watching.",Detroit-MI,0,0,0,0,23.0009756097561,1,3.0,7.3675,0,0,1,0,24,1,24.0,0.0,117
CASTRO,"You know, this election is all about what kind of nation we're going to become. You and I, we stand on the shoulders of folks who have made beds and made sacrifices, people that fought in wars and fought discrimination, folks that picked crops and stood in picket lines, and they helped build the wonderful nation that we live in today.",Detroit-MI,0,0,0,0,57.27452614379085,6,2.5,12.245,0,2,2,1,61,2,30.5,15.5,336
CASTRO,"Donald Trump has not been bashful in his cruelty. And I’m not going to be bashful in my common sense and compassion. I believe that we need leadership that understands that we need to move forward as one nation, with one destiny.",Detroit-MI,0,0,0,1,49.391999999999996,9,1.6666666666666667,7.510000000000001,2,2,0,1,42,3,14.0,4.546060565661952,229
CASTRO,"Our destiny in the years to come is to be the smartest, the healthiest, the fairest and the most prosperous nation on Earth.",Detroit-MI,0,0,0,0,29.624000000000006,4,0.0,10.059999999999999,0,1,0,0,23,1,23.0,0.0,124
CASTRO,"If you want to help me build that America for the future, I hope you’ll go to juliancastro.com. And on January 20th, 2021, we’ll say together, “Adios to Donald Trump.”",Detroit-MI,0,0,0,1,134.5399999999999,3,7.666666666666667,7.324999999999999,1,0,1,0,30,2,15.0,3.0,167
CASTRO,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Mr. Yang?,Detroit-MI,0,0,1,0,2.0,0,0.0,-4.3025,0,0,0,0,2,1,2.0,0.0,9
YANG,"You know what the talking heads couldn't stop talking about after the last debate? It's not the fact that I'm somehow number four on the stage in national polling. It was the fact that I wasn't wearing a tie. Instead of talking about automation and our future, including the fact that we automated away 4 million manufacturing jobs, hundreds of thousands right here in Michigan, we're up here with makeup on our faces and our rehearsed attack lines, playing roles in this reality TV show.",Detroit-MI,0,0,0,0,90.70583333333335,16,0.5,10.385,1,4,1,0,85,4,21.25,14.411367041332339,488
YANG,It's one reason why we elected a reality TV star as our president.,Detroit-MI,0,0,0,0,14.0,3,0.0,7.045,0,2,0,0,13,1,13.0,0.0,66
YANG,(LAUGHTER),Detroit-MI,0,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
YANG,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
YANG,"We need to be laser-focused on solving the real challenges of today, like the fact that the most common jobs in America may not exist in a decade, or that most Americans cannot pay their bills. My flagship proposal, the freedom dividend, would put $1,000 a month into the hands of every American adult. It would be a game-changer for millions of American families.",Detroit-MI,0,0,0,0,79.38000000000001,12,3.3333333333333335,10.4525,1,1,0,1,64,3,21.333333333333332,10.873004286866728,364
YANG,"If you care more about your family and your kids than my neckwear, enter your zip code at yang2020.com and see what $1,000 a month would mean to your community. I have done the math. It’s not left; it’s not right. It’s forward. And that is how we’re going to beat Donald Trump in 2020.",Detroit-MI,0,0,0,1,90.72000000000004,3,4.6,5.2225,2,0,5,0,55,5,11.0,10.039920318408907,285
YANG,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Senator Booker?,Detroit-MI,0,0,1,0,2.0,2,0.0,13.774999999999999,0,0,0,0,2,1,2.0,0.0,15
BOOKER,"Thank you. First, I just want to give a lot of thanks to the city of Detroit. They're hosting us today, and one of the reasons I respect this city is because it has the kind of defiant love that I find in many American cities, including the city of Newark. And Detroit is turning around and Newark is turning around because we let no one divide us, no one demean or degrade us or underestimate or worth. We pulled together and fought for common purpose and common cause.",Detroit-MI,0,0,0,0,32.51279950849888,12,1.6666666666666667,8.9575,3,2,0,0,89,5,17.8,11.408768557561329,470
BOOKER,"That's the history of this city. My mom is sitting there who was born in the city of Detroit, born to a guy...",Detroit-MI,0,0,0,0,40.320000000000014,1,1.5,3.085,1,0,0,0,23,2,11.5,5.5,110
BOOKER,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BOOKER,"... that was a UAW worker, my grandfather, who pulled his family out of poverty in the Depression. My grandmother joined him. She was really entrepreneurial, opened a pool hall and a laundromat right here in this city.",Detroit-MI,0,0,0,0,76.66400000000004,4,1.0,7.915,2,0,0,2,38,3,12.666666666666666,6.182412330330469,218
BOOKER,"That is the American dream. And so many of us have stories like that. But the dream of this country is under threat right now. While, my mom's generation, 80 -- 95% of baby boomers did better than their parents. It's now just a coin toss for millennials. We have a real crisis in our country, and the crisis is Donald Trump, but not only Donald Trump.",Detroit-MI,0,0,0,2,51.17568527918782,6,0.0,4.8175,1,2,0,1,67,6,11.166666666666666,4.633812924819281,351
BOOKER,"I have a frustration that sometimes people are saying the only thing they want is to beat Donald Trump. Well, that is the floor and not the ceiling. The way we beat Donald Trump is not just focusing on him. He wants to take all the oxygen out of the room. It's when we start focusing on each other and understanding that our common bonds and our common purpose to address our common pain is what has saved us before. It's what's going to save us now. That is the kind of leader that I am going to be as president of the United States, not just uniting the Democratic Party but making sure that we put more ""indivisible"" back into this one nation under God.",Detroit-MI,0,0,0,2,56.01315789473685,13,3.3333333333333335,7.375,2,6,0,2,126,7,18.0,11.019463300386795,656
BOOKER,"And if you believe like I do, please go to corybooker.com and join the mission.",Detroit-MI,0,0,0,0,71.68,2,4.5,6.7125,1,0,1,0,15,1,15.0,0.0,79
BOOKER,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Senator Harris?,Detroit-MI,0,0,1,0,2.0,2,0.0,13.774999999999999,0,0,0,0,2,1,2.0,0.0,15
HARRIS,"So in my background as attorney general of California, I took on the big banks who preyed on the homeowners, many of whom lost their homes and will never be able to buy another. I've taken on the for-profit colleges who preyed on students, put them out of business. I've preyed on transnational criminal organizations that have preyed on women and children.",Detroit-MI,0,0,0,0,65.73176470588236,9,3.75,10.83,2,0,0,1,62,3,20.666666666666668,9.463379711052259,357
HARRIS,"And I will tell you, we have a predator living in the White House.",Detroit-MI,0,0,0,0,14.0,1,1.5,3.785,1,1,0,0,14,1,14.0,0.0,66
HARRIS,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
HARRIS,"And I'm going to tell you something. Donald Trump has predatory nature and predatory instincts. And the thing about predators is this. By their very nature, they prey on people they perceive to be weak. They prey on people they perceive to be vulnerable. They prey on people who are in need of help, often desperate for help. And predators are cowards.",Detroit-MI,0,0,0,1,43.94468288370501,9,2.2,5.555,0,0,1,6,62,7,8.857142857142858,3.270149469217028,352
HARRIS,"What we need is someone who is going to be on that debate stage with Donald Trump and defeat him by being able to prosecute the case against four more years. And let me tell you, we’ve got a long rap sheet. We’re looking at someone who passed a tax bill benefiting the top 1 percent and the biggest corporations in this country when he said he would help working families. We’ve got a person who has put babies in cages and separated children from their parents. We have someone who passed a so-called trade policy that was trade policy by tweet and has resulted in a tax on American families.",Detroit-MI,0,0,0,1,97.38532110091742,14,1.25,9.7,0,2,0,4,111,5,22.2,7.626270385975047,593
HARRIS,"So we must defeat him and then, in turning the page, write the next chapter for our country. And that has to be written in a way that recognizes what wakes people up at 3:00 in the morning. And that is my agenda, the 3:00 a.m. agenda that is focused on giving folks the jobs they need, getting their children the education they need, making sure they have the health care they need and the future they deserve.",Detroit-MI,0,0,0,0,58.998129675810475,7,1.5,9.985,1,2,0,7,78,3,26.0,9.93310961716756,410
HARRIS,So please join me at kamalaharris.org. And I thank you for your time.,Detroit-MI,0,0,0,0,14.0,1,1.3333333333333333,3.2525,1,0,2,0,13,2,6.5,0.5,69
HARRIS,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TAPPER,Vice President Biden?,Detroit-MI,0,0,1,0,3.0,1,0.0,9.815000000000001,0,0,0,0,3,1,3.0,0.0,21
BIDEN,"Thank you. Thank you very much. And thank you, Mr. Mayor, for Detroit hosting this.",Detroit-MI,0,0,0,0,13.654816513761467,2,0.25,1.96,0,0,1,0,15,3,5.0,2.943920288775949,83
BIDEN,"Look, I've said it many times, and I think everyone agrees with this. We're in a battle for the soul of America. This is the most consequential election anyone of you, no matter how old or young you are, has ever, ever participated in. Four more years of Donald Trump will go down as an aberration -- hard to overcome the damage he's done, but we can overcome it. Eight more years of Donald Trump will change America in a fundamental way. The America we know will no longer exist.",Detroit-MI,0,0,0,2,84.01388888888889,8,5.0,6.9025,1,2,1,0,90,6,15.0,6.3508529610858835,480
BIDEN,"Everybody knows who Donald Trump is. We have to let him know who we are. We choose science over fiction. We choose hope over fear. We choose unity over division. And we choose -- we choose the idea that we can as Americans, when we act together, do anything. This is the United States of America. When we've acted together, we have never, never, never been unable to overcome whatever the problem was.",Detroit-MI,0,0,0,1,32.31422018348624,11,1.5,5.109999999999999,0,10,0,1,73,8,9.125,5.301827515112124,401
BIDEN,"If you agree with me, go to joe30330 and help me in this fight. Thank you very much.",Detroit-MI,0,0,0,0,45.359999999999985,0,2.0,1.3475000000000001,0,0,2,0,18,2,9.0,5.0,84
BIDEN,(APPLAUSE),Detroit-MI,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BASH,"Candidates, thank you so much. We appreciate it. And stay with CNN for special coverage of tonight’s debate. Anderson Cooper and Chris Cuomo are coming up. That begins right now.",Detroit-MI,0,0,0,0,252.00000000000009,9,1.8333333333333333,6.015,0,1,1,0,30,5,6.0,2.6076809620810595,178
BASH,Free daily updates delivered just for you,Detroit-MI,0,0,0,0,7.0,2,0.0,7.2925,0,0,1,0,7,1,7.0,0.0,41
BASH,By signing up you agree to our Terms of Use and Privacy Policy,Detroit-MI,0,0,0,0,13.0,3,2.0,6.055,0,1,1,0,13,1,13.0,0.0,62
BASH,Free daily updates delivered just for you,Detroit-MI,0,0,0,0,7.0,2,0.0,7.2925,0,0,1,0,7,1,7.0,0.0,41
BASH,By signing up you agree to our Terms of Use and Privacy Policy,Detroit-MI,0,0,0,0,13.0,3,2.0,6.055,0,1,1,0,13,1,13.0,0.0,62
,All the top-tier Democratic presidential candidates gathered on one stage Thursday night in Houston for third Democratic presidential debate. Below is a transcript of the debate.,Houston-TX,0,0,0,0,47.32000000000001,7,4.0,12.155,0,0,0,0,26,2,13.0,6.0,178
,Highlights | Winners and Losers,Houston-TX,0,0,0,0,4.0,2,0.0,8.925,0,0,0,0,5,1,5.0,0.0,31
CASTRO,"Good evening, y bienvenidos a Texas. Welcome to Texas.",Houston-TX,0,0,0,0,22.679999999999993,1,2.0,4.5125,0,0,0,0,9,2,4.5,1.5,54
CASTRO,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
CASTRO,"It’s great to be here at TSU, home of the Tigers. You know, on Jan. 20, 2021, at 12:01 p.m., we’re going to have a Democratic president, a Democratic House, and a Democratic Senate.",Houston-TX,0,0,0,0,36.33777777777778,3,5.333333333333333,7.15,0,0,1,0,34,2,17.0,6.0,181
CASTRO,(APPLAUSE),Houston-TX,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
