,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
3382,"Now all of the ideas that I'm talking about, they are not radical ideas. Making public colleges and universities tuition free, that exists in countries all over the world, used to exist in the United States. Rebuilding our crumbling infrastructure, and creating 13 million jobs by doing away with tax loopholes that large corporations now enjoy by putting their money into the Cayman Islands and other tax havens. That is not a radical idea.
",sanders,durham_2016_02_04,442,95.83,17,0,17,10.537500000000001,10,1,0,2
3383,"What we need to do is to stand up to the big money interests, and the campaign contributors. When we do that, we can, in fact, transform America.
",sanders,durham_2016_02_04,146,36.586666666666666,4,0,11,6.505000000000001,3,3,0,0
3384,"Thank you Senator. [applause]
",maddow,durham_2016_02_04,30,4.0,2,0,0,10.7,0,0,1,0
3385,"TODD: I'd like to follow up on a comment that Secretary Clinton said, Senator. President Obama has not called for abolishing the death penalty. President Obama is for the big Asian trade deal known as TPP, and just yesterday you said you can't be both a moderate or a progressive, but you can't be both. Is President Obama, in your judgment, based on these policies positions, a progressive?
",maddow,durham_2016_02_04,392,63.302105263157905,13,0,8,9.5375,4,0,5,0
3386,"Let me just pick up on this point. This whole discussion began because I commented, not making overall evaluation about the Secretary. She was in Ohio, I think, in September or November and she got up and said something like, I have been—I'm paraphrasing, I have been criticized because people think I'm a moderate. Well, I am a moderate.
",sanders,durham_2016_02_04,339,44.586919014084515,8,0,6,8.887500000000001,9,1,0,2
3387,"That's where this came from. It wasn't me paraphrasing her. It is what she said, and all that I said was there's nothing wrong with being a moderate. But, you can't be a moderate, you can't a progressive.
",sanders,durham_2016_02_04,205,38.53725899478165,3,0,4,4.835,4,0,2,3
3388,"In terms of President Obama, I think if we remember where this country was seven years ago, 800,000 jobs being lost every month, $1.4 trillion dollar deficit. The world's financial system on the verge of collapse. I think that President Obama, Vice President Biden, and the Democratic leadership in the House and the Senate have done a fantastic job. We are in much better shape than we were seven years ago, although my Republican colleagues seem to have forgotten where we were seven years ago. That's the fact, but, we still have a very long way to go.
",sanders,durham_2016_02_04,556,79.98529411764707,13,0,8,9.5275,7,7,0,0
3389,"Do I think President Obama is a progressive? Yes, I do. I disagree with him on a number of issues including the trade agreement. But, yes, I think he has done an excellent job.
",sanders,durham_2016_02_04,177,46.239999999999995,8,0,8,4.7825,7,0,0,2
3390,"Well, Chuck...
",clinton,durham_2016_02_04,15,2.0,0,0,0,2.1475000000000004,0,1,0,0
3391,"TODD: ...Secretary Clinton, go ahead...
",clinton,durham_2016_02_04,40,5.0,2,0,3,10.239999999999998,0,0,0,0
3392,"... If I could, you know, in the very first debate I was asked am I a moderate or a progressive and I said I'm a progressive who likes to get things done. Cherry picking a quote here or there doesn't change my record of having fought for racial justice, having fought for kids rights, having fought the kind of inequities that fueled my interest in service in the first place going back to my days in the Children's Defense Fund.
",clinton,durham_2016_02_04,430,65.70833333333334,9,0,17,14.9725,15,0,1,2
3393,"It certainly didn't stop me from taking on the drug companies and the insurance companies. Before it was called Hillarycare—I mean, before it was called ObamaCare it was called Hillarycare because we took them on, and we weren't successful, but we kept fighting and we got the children's health insurance program. Every step along the way I have stood up, and fought, and have the scars to prove it.
",clinton,durham_2016_02_04,400,46.15211430220811,8,0,20,10.5825,9,5,0,1
3394,"So, again...[applause]...I think it's important that, look, I understand Senator Sanders really trying to distinguish himself. I understand that, that's what you do in campaigns, but at the same time let's not be—in, I think an unfair way, making an accusation, or making an attack about where I stand and about where I've always stood.
",clinton,durham_2016_02_04,337,49.46964108910892,6,0,28,13.2875,10,0,1,2
3395,"It is fair to say, Senator, that in your definition, as you being the self-proclaimed gatekeeper for progressivism, I don't know anyone else who fits that definition, but I know a lot of really hard fighting progressives in the Democratic party who have stood up time, and time again against special interests, against the powerful on behalf of those who are left behind and left out.
",clinton,durham_2016_02_04,385,89.77999999999999,11,0,0,25.952499999999997,7,0,3,0
3396,"And, that's what we ought to be celebrating. Let's talk about what we would do as President, and Commander in Chief to make sure the progress continues into the future. [applause]
",clinton,durham_2016_02_04,180,50.820000000000014,6,0,0,9.1125,2,2,0,0
3397,"TODD: [inaudible] 30 seconds, and then we'll move.
",clinton,durham_2016_02_04,51,8.0,2,0,0,7.175,1,1,0,0
3398,"That's right, I mean, instead of arguing about definitions, let's talk about...
",sanders,durham_2016_02_04,80,27.439999999999994,2,0,0,10.3175,2,0,0,0
3399,"... Well, you began it yesterday with your comments...
",clinton,durham_2016_02_04,55,8.0,1,0,3,7.312499999999999,1,1,3,0
3400,"... What we should do, and one of the things we should do is not only talk the talk, but walk the walk. I am very proud to be the only candidate up here who does not have a Super PAC, who's not raising huge sums of money from Wall Street...[applause]... And special interests. I am enormously proud. Never believed it would happen that we have raised 3.5 million individual contributions, averaging $27 dollars a piece. That is what the political revolution means. [applause]
",sanders,durham_2016_02_04,476,67.83187134502924,14,0,18,7.825000000000001,7,3,0,2
3401,"TODD: Thank you.
",sanders,durham_2016_02_04,17,3.0,0,0,2,0.41,0,0,1,0
3402,"Senator Sanders, as a Vermonter, you have almost a home state advantage here in New Hampshire. But back home across the border, you also have a long history of running against Democrats as a third-party candidate, for governor, Senate, for Congress.
",maddow,durham_2016_02_04,250,58.83500000000002,9,0,0,11.805,1,0,2,3
3403,"In 1988 your candidacy as a third-party candidate arguably cost the Democrats a congressional seat and sent a Republican instead.
",maddow,durham_2016_02_04,130,50.54000000000001,5,0,11,14.6325,2,0,2,0
3404,"How can you lead the Democratic Party nationally when you have not been a member of the Democratic Party until very recently?
",maddow,durham_2016_02_04,126,33.88000000000001,3,0,3,12.075,0,0,2,0
3405,"Well, Rachel, actually, that wasn't accurate. In 1988 the Republican did win, I believe, by 3 points. I came in second. It was 34-31, I think, 19 for the Democrat. In that race the Democrat was the spoiler, not me. And it is true...[laughter and applause]...it is true, it's not to be denied, I am the longest- serving independent in the history of the United States Congress. People of Vermont sent me to Washington as an independent. That is true.
",sanders,durham_2016_02_04,450,35.74105621805792,14,0,9,5.6625000000000005,17,1,0,1
3406,"But on the other hand, I have—when I was in the House for 16 years, I caucused with the Democrats. In the Senate for nine years caucused with the Democrats, of course. And I was elected by the Democrats to be chair of the Veterans Committee three years ago, which I'm very proud of. And now am the rankings member on the Budget Committee, leader of the Democrats in opposition to the majority Republicans.
",sanders,durham_2016_02_04,406,32.35953177257525,10,0,23,8.5275,8,0,0,0
3407,"I am running for president as a Democrat. And if elected, not only do I hope to bring forth a major change in national priorities, but let me be frank, I do want to see major changes in the Democratic Party.
",sanders,durham_2016_02_04,208,67.24,6,0,29,8.725,6,0,0,0
3408,"I want to see working people and young people come into the party in a way that doesn't exist now. And you know what, I want a 50-state strategy so the Democratic Party is not just the party of 25 states. [applause]
",sanders,durham_2016_02_04,216,54.88,5,0,3,8.504999999999999,5,0,2,0
3409,"Secretary Clinton.
",maddow,durham_2016_02_04,19,2.0,2,0,0,19.05,0,0,0,0
3410,"You know, the person who first put out the idea of a 50-state party strategy is former Governor Howard Dean, who is with us tonight. [applause]
",clinton,durham_2016_02_04,144,63.09333333333332,4,0,0,11.182500000000001,3,0,1,0
3411,"And I'm very proud and grateful to have the support of so many elected Vermonters and former officials. Two former governors, the current governor, the current other senator. I really appreciate that.
",clinton,durham_2016_02_04,201,43.56,10,0,2,10.1425,2,0,0,0
3412,"And I think it's because they've worked with me, they've seen what I do. They know what kind of a colleague I am. They want me as their partner in the White House. And that's exactly what I will do.
",clinton,durham_2016_02_04,199,44.0,2,0,4,2.965,6,0,0,5
3413,"We'll get things done together. Democrats, Republicans, independents, we're going to make progress together when I'm president. [applause]
",clinton,durham_2016_02_04,139,61.74000000000001,4,0,8,12.872499999999999,2,2,0,0
3414,"So, Senator, to that point, Secretary Clinton is raising the issue of endorsements by your home state Democrats. She's implying that that says something about the people who know you best.
",maddow,durham_2016_02_04,189,95.57333333333334,7,0,13,9.985,3,0,3,1
3415,"Well, I don't see it quite like that.
",sanders,durham_2016_02_04,38,9.0,0,0,5,0.9625000000000001,2,1,0,0
3416,"How do you see it?
",maddow,durham_2016_02_04,19,5.0,0,0,3,-2.5725000000000002,1,0,1,0
3417,"I am—will absolutely admit that Secretary Clinton has the support of far more governors, mayors, members of the House. She has the entire establishment or almost the entire establishment behind her. That's a fact. I don't deny it.
",sanders,durham_2016_02_04,231,49.77777777777779,11,0,8,7.93,3,0,0,3
3418,"But I am pretty proud that we have over a million people who have contributed to our campaign averaging 27 bucks apiece. That we have had meetings where 25,000-30,000 people have come out. That our campaign is a campaign of the people, by the people, and for the people.
",sanders,durham_2016_02_04,271,23.5,4,0,3,7.584999999999999,2,4,0,0
3419,"So, Rachel, yes, Secretary Clinton does represent the establishment. I represent, I hope, ordinary Americans, and by the way, who are not all that enamored with the establishment, but I am very proud to have people like Keith Ellison and Raul Grijalva in the House, the co-chairmen of the House Progressive Caucus.
",sanders,durham_2016_02_04,315,50.85572192513369,13,0,13,14.3425,4,0,0,0
3420,"Secretary.
",maddow,durham_2016_02_04,11,1.0,1,0,0,26.025,0,0,0,0
3421,"Well, look, I've got to just jump in here because, honestly, Senator Sanders is the only person who I think would characterize me, a woman running to be the first woman president, as exemplifying the establishment. And I've got to tell you that it is...[applause]...it is really quite amusing to me.
",clinton,durham_2016_02_04,300,60.50000000000001,8,0,9,12.705000000000002,9,1,1,2
3422,"People support me because they know me. They know my life's work. They have worked with me and many have also worked with Senator Sanders. And at the end of the day they endorse me because they know I can get things done. [applause]
",clinton,durham_2016_02_04,233,35.04424778761062,4,0,4,4.5675,2,0,0,5
3423,"I am not going to make promises I can't keep. I am not going to talk about big ideas like single-payer and then not level with people about how much it will cost. A respected health economist said that these plans would cost a trillion dollars more a year.
",clinton,durham_2016_02_04,257,49.71590909090909,6,0,10,6.9,5,0,0,1
3424,"I'm not going to tell people that I will raise your incomes and not your taxes, and not mean it, because I don't want to see the kind of struggle that the middle class is going through exemplified by these promises that would raise taxes and make it much more difficult for many, many Americans to get ahead and stay ahead. That is not my agenda. [applause]
",clinton,durham_2016_02_04,358,60.24365482233503,9,0,3,12.92,9,0,4,0
3425,"Senator Sanders, you'll have 30 seconds to respond to that.
",maddow,durham_2016_02_04,60,28.000000000000007,3,0,0,7.37,0,0,1,0
3426,"What being part of the establishment is, is, in the last quarter, having a super PAC that raised $15 million from Wall Street, that throughout one's life raised a whole lot of money from the drug companies and other special interests.
",sanders,durham_2016_02_04,235,58.83500000000002,6,0,0,16.99,4,0,0,0
3427,"To my mind, if we do not get a handle on money in politics and the degree to which big money controls the political process in this country, nobody is going to bring about the changes that is needed in this country for the middle class and working families.
",sanders,durham_2016_02_04,258,52.51166666666666,7,0,32,18.3575,7,1,0,0
3428,"Yeah, but I—I think it's fair to really ask what's behind that comment. You know, Senator Sanders has said he wants to run a positive campaign. I've tried to keep my disagreements over issues, as it should be.
",clinton,durham_2016_02_04,210,117.67000000000004,6,0,14,6.532500000000001,7,0,1,1
3429,"But time and time again, by innuendo, by insinuation, there is this attack that he is putting forth, which really comes down to—you know, anybody who ever took donations or speaking fees from any interest group has to be bought.
",clinton,durham_2016_02_04,229,149.33333333333343,5,0,0,17.1475,5,0,1,1
3430,"And I just absolutely reject that, Senator. And I really don't think these kinds of attacks by insinuation are worthy of you. And enough is enough. If you've got something to say, say it directly.
",clinton,durham_2016_02_04,197,54.76000000000002,7,0,17,6.2825,6,0,2,0
3431,"But you will not find that I ever changed a view or a vote because of any donation that I ever received.
",clinton,durham_2016_02_04,105,33.88000000000001,2,0,4,7.7775,2,0,1,0
3432,"What... [applause]
",sanders,durham_2016_02_04,19,2.0,1,0,0,8.2,0,0,0,0
3433,"And I have stood up and I have represented my constituents to the best of my abilities, and I'm very proud of that.
",clinton,durham_2016_02_04,116,20.449704142011832,3,0,6,9.165,5,0,0,0
3434,"... you know...
",sanders,durham_2016_02_04,16,2.0,0,0,2,2.1975000000000002,0,0,1,0
3435,"So I think it's time to end the very artful smear that you and your campaign have been carrying out...
",clinton,durham_2016_02_04,103,21.0,3,0,2,7.68,2,0,3,0
3436,"[inaudible]. [applause]
",sanders,durham_2016_02_04,24,2.0,2,0,0,22.7,1,0,0,0
3437,"... in recent weeks, and let's talk...[booing]...let's talk about about the issues. Let's talk about the issues that divide us.
",clinton,durham_2016_02_04,128,13.275590551181104,3,0,2,6.955000000000001,3,1,0,0
3438,"Let's talk about—OK, let's talk...
",sanders,durham_2016_02_04,35,7.0,0,0,0,4.42,0,0,0,0
3439,"And let's—let's...
",clinton,durham_2016_02_04,19,4.0,0,0,3,9.675,0,0,0,0
3440,"... let us talk about issues.
",sanders,durham_2016_02_04,30,5.0,1,0,1,3.035,1,0,0,0
3441,"... we both agree with campaign finance reform.
",clinton,durham_2016_02_04,48,7.0,3,0,3,7.609999999999999,0,1,0,0
3442,"Let's talk about issues.
",sanders,durham_2016_02_04,25,5.0,1,0,0,3.8000000000000003,1,0,0,0
3443,"I—I worked hard for McCain-Feingold.
",clinton,durham_2016_02_04,37,5.0,2,0,3,8.41,2,0,0,0
3444,"Let's...
",sanders,durham_2016_02_04,9,2.0,0,0,0,3.4725,0,0,0,0
3445,"I want to reverse Citizens United.
",clinton,durham_2016_02_04,35,6.0,2,0,1,7.0375,1,0,0,0
3446,"... let's—let's—let's talk about issues.
",sanders,durham_2016_02_04,41,10.36,1,0,0,13.900000000000002,1,0,0,0
3447,"And so—let's talk about issues.
",clinton,durham_2016_02_04,32,6.0,1,0,3,4.585,1,0,0,0
3448,"Let's talk—let's talk about issues, all right? Let's talk about why, in the 1990s, Wall Street got deregulated. Did it have anything to do with the fact that Wall Street provided—spent billions of dollars on lobbying and campaign contributions?
",sanders,durham_2016_02_04,245,42.91368421052632,8,0,4,9.175,3,0,0,0
3449,"Well, some people might think, yeah, that had some influence. [laughter]
",sanders,durham_2016_02_04,73,33.879999999999995,2,0,5,8.98,1,1,0,0
3450,"Let's ask why it is that we pay, by far, the highest prices in the world for prescription drugs, and your medicine can be doubled tomorrow, and there's nothing that the government can do to stop it.
",sanders,durham_2016_02_04,199,60.839999999999996,3,0,28,13.617500000000001,4,1,2,0
3451,"You think it has anything to do with the huge amounts of campaign contributions and lobbying from the fossil fuel industry? Let's talk about climate change.
",sanders,durham_2016_02_04,157,204.11999999999972,6,0,1,9.155000000000001,2,0,1,0
3452,"Do you think there's a reason why not one Republican has the guts to recognize that climate change is real, and that we need to transform our energy system? Do you think it has anything to do with the Koch brothers and ExxonMobil pouring huge amounts of money into the political system?
",sanders,durham_2016_02_04,287,65.54333333333335,10,0,4,11.807500000000001,3,2,2,0
3453,"That is what goes on in America. I am not—I like...[applause]...there is a reason. You know, there is a reason why these people are putting huge amounts of money into our political system. And in my view, it is undermining American democracy and it is allowing Congress to represent wealthy campaign contributors and not the working families of this country.
",sanders,durham_2016_02_04,359,89.69333333333331,12,0,7,9.515,13,2,1,0
3454,"Well, you know, Senator, I don't think—I don't...
",clinton,durham_2016_02_04,50,12.000000000000002,1,0,10,6.489999999999999,2,1,1,0
3455,"[crosstalk] [applause]
",clinton,durham_2016_02_04,23,2.0,1,0,0,14.174999999999999,0,0,0,0
3456,"TODD: ... Secretary, we're gonna...
",clinton,durham_2016_02_04,36,5.0,1,0,4,11.812500000000002,0,1,0,0
3457,"... I don't think you could find any person in political life today who has been subjected to more attacks and had more money spent against her by special interests, among whom you have named a few, than I.
",clinton,durham_2016_02_04,207,141.9600000000001,5,0,4,14.87,4,0,2,2
3458,"And I'm proud of that. You know, when I took on the drug companies and the insurance companies for universal health care coverage, they went after me with a vengeance.
",clinton,durham_2016_02_04,168,67.27000000000001,4,0,21,8.52,3,1,1,2
3459,"Today, you've got hedge fund billionaires aligned with Karl Rove, running ads against me to try to get Democrats to vote for you. I know this game. I'm going to stop this game.
",clinton,durham_2016_02_04,177,42.00000000000001,1,0,7,4.7475000000000005,2,0,2,1
3460,"But while we're talking about votes, you're the one who voted to deregulate swaps and derivatives in 2000, which contributed to the over-leveraging of Lehman Brothers, which was one of the culprits that brought down the economy.
",clinton,durham_2016_02_04,229,50.54000000000001,9,0,0,17.45,1,1,1,0
3461,"So I don't know—I'm not impugning your motive because you voted to deregulate swaps and derivatives. People make mistakes and I'm certainly not saying you did it for any kind of financial advantage. What we've got to do as Democrats—what we've got to do as Democrats is to be united to actually solve these problems. And what I believe is that I have a better track record and a better opportunity to actually get that job done.
",clinton,durham_2016_02_04,429,44.45526657372242,12,0,17,9.852500000000001,9,2,4,0
3462,"That's what this election should be about. [applause]
",clinton,durham_2016_02_04,54,9.0,2,0,0,6.989999999999999,0,0,0,0
3463,"TODD: Thirty seconds.
",clinton,durham_2016_02_04,22,3.0,1,0,0,7.7825,0,0,0,0
3464,"[crosstalk] [applause]
",clinton,durham_2016_02_04,23,2.0,1,0,0,14.174999999999999,0,0,0,0
3465,"I think as Secretary Clinton knows, there is nobody who fought harder. I was on the House Financial Committee at that time. I heard the arguments coming from Democrats and Republicans—Robert Rubin, Alan Greenspan—about great an idea it would be if we did away with Glass-Steagall and if we allowed investor banks and commercial banks and big insurance companies to merge.
",sanders,durham_2016_02_04,372,115.76444444444441,14,0,2,11.702499999999999,10,2,0,1
3466,"Go to YouTube today. Look up Greenspan-Sanders. Listen to what I told them then. I helped lead the effort against deregulation. Unfortunately, we lost that. The result is—was the worst financial disaster since the Great Depression.
",sanders,durham_2016_02_04,232,72.57600000000004,7,0,4,7.345,3,1,1,1
3467,"TODD: Thank you both.
",sanders,durham_2016_02_04,22,4.0,0,0,2,0.9125,0,0,1,0
3468,"Senator Sanders, Secretary Clinton, obviously we've touched a nerve. We're going to be back with more on this subject, and much more, right after this. Stay with us. [applause]
",maddow,durham_2016_02_04,177,67.27000000000001,5,0,11,7.2924999999999995,0,2,0,0
3469,"[commercial break]
",maddow,durham_2016_02_04,19,2.0,1,0,0,16.849999999999998,0,0,0,0
3470,"TODD: All right, welcome back. Let's get right to it.
",maddow,durham_2016_02_04,54,33.879999999999995,0,0,3,1.2449999999999999,1,1,0,0
3471,"Senator Sanders, you were talking about all of your campaign contributions and campaign finance reform. You rail against big money in politics. But do you realize there is one public financing system that we do have in place, and it is—it is in place to run for president. Why aren't you walking the walk on that?
",maddow,durham_2016_02_04,314,82.70181818181817,12,0,13,7.98,8,2,6,0
3472,"Why aren't you participating in the presidential public financing system which is designed to essentially keep big money out of presidential politics?
",maddow,durham_2016_02_04,151,148.12000000000012,7,0,4,17.0925,2,0,1,0
3473,"Chuck, actually we looked at it, but it turns out to be a disaster. The way it is structured right now, if you make it all the way to California, you could do pretty well. But in terms of the early states—Iowa, New Hampshire, the other states—it just doesn't work.
",sanders,durham_2016_02_04,265,72.82800000000002,5,0,25,7.25,9,2,2,0
3474,"Your point is well taken. I believe in public funding of elections, absolutely. But this system is—I don't know if the secretary would agree—is currently very antiquated and no longer applies to modern day politics.
",sanders,durham_2016_02_04,216,36.0,10,0,5,9.5175,7,1,2,0
3475,"TODD: Well, going on that then, why criticize her on Super PACs, and you got—and all this when it is—you know, that's the system? I mean, you could be participating in a publicly-financing—public financing system...
",sanders,durham_2016_02_04,216,90.71999999999997,6,0,6,10.435,4,1,3,2
3476,"But if the...
",sanders,durham_2016_02_04,14,3.0,0,0,0,-2.7199999999999998,1,0,0,0
3477,"TODD: ... and being able to set—being able to set an example.
",sanders,durham_2016_02_04,62,16.940000000000005,1,0,0,6.529999999999999,0,0,0,0
3478,"SANDERS:—but Chuck, it is a public financing system that everybody knows is antiquated. It no longer works. Nobody can become president based on that system. So what's the alternative? There are two alternatives. And, you know, we looked at it. Well, should we do a Super PAC, but I concluded, honestly, I don't represent Corporate America or billionaires, I didn't want it.
",sanders,durham_2016_02_04,375,101.64000000000003,12,0,38,8.040000000000001,9,3,1,0
3479,"So the other alternative was to ask working families and the middle class to help out in a transformational campaign. And you know what? We got 3.5 million individual contributions, $27 a piece. I think that's pretty good. [applause]
",sanders,durham_2016_02_04,234,101.08000000000003,8,0,4,8.04,3,1,1,1
3480,"Secretary Clinton, on the issue of Wall Street...
",maddow,durham_2016_02_04,50,8.0,3,0,0,7.49,1,0,0,0
3481,"On the issue of Wall Street.
",clinton,durham_2016_02_04,29,6.0,1,0,0,1.27,1,0,0,0
3482,"... on the issue of Wall Street, when our reporters go out and talk to people on the ground in the early states, what they tell us over and over again when they find voters who are leaning toward Senator Sanders rather than yourself is that the most frequent area of concern that they hear from those voters is the issue of Wall Street and whether or not you are too close to Wall Street.
",maddow,durham_2016_02_04,389,74.0,7,0,27,25.3225,5,1,5,4
3483,"Last night, when you were asked about speaking fees and the amount of speaking fees you got from Goldman Sachs speeches, you said that's what they offered.
",maddow,durham_2016_02_04,156,54.87999999999999,4,0,24,11.175,0,1,3,1
3484,"Have you been too dismissive of voters' concerns about this issue in your own campaign and your own career?
",maddow,durham_2016_02_04,108,34.77000000000001,6,0,0,9.495000000000001,2,0,5,0
3485,"Well you know, Rachel, I think I may not have done the job I should in explaining my record. You know, I did—when I left the secretary of State's office, like so many former officials, military leaders, journalists, others, I did go on the speaking circuit. I spoke to heart doctors, I spoke to the American Camping Association, I spoke to auto dealers, and yes, I spoke to firms on Wall Street. They wanted me to talk about the world, what my experience had been as secretary of State.
",clinton,durham_2016_02_04,487,72.6923076923077,16,0,23,10.0775,13,1,2,2
3486,"But what I want people to know is I went to Wall Street before the crash. I was the one saying you're going to wreck the economy because of these shenanigans with mortgages. I called to end the carried interest loophole that hedge fund managers enjoy. I proposed changes in CEO compensation.
",clinton,durham_2016_02_04,292,78.65200000000003,10,0,2,7.1425,8,1,1,2
3487,"I called for a consumer protection financial bureau before it was created. And I think the best evidence that the Wall Street people at least know where I stand and where I have always stood is because they are trying to beat me in this primary. They have collected and spent as much as $6 million on these ads. Hedge fund billionaires, Karl Rove, another billionaire, jumped in.
",clinton,durham_2016_02_04,380,114.26545454545455,11,0,15,9.07,8,0,0,3
3488,"And why are they doing that? These are guys who try to make smart investments. They know my record, they know me, they know that I say what I believe and I will do it. And I also have a pretty good understanding about how to stop them.
",clinton,durham_2016_02_04,236,36.81230769230769,3,0,14,4.2,7,0,0,4
3489,"So I do want people to know that, and I think it's important for everybody to understand I have a record, I have stood firm and I will be the person who prevents them from ever wrecking the economy again. [applause]
",clinton,durham_2016_02_04,216,61.74000000000001,4,0,6,15.015,7,0,0,0
3490,"Senator Sanders, you have been a critic of Secretary Clinton taking those speaking fees and having donations from Wall Street. What about her defense of her record?
",maddow,durham_2016_02_04,165,102.06,6,0,0,9.25,0,0,1,4
3491,"Let me just say this. Wall Street is perhaps the most powerful economic and political force in this country. You have companies like Goldman Sachs, who just recently paid a settlement fine with the federal government for $5 billion for defrauding investors.
",sanders,durham_2016_02_04,258,117.67000000000004,9,0,0,10.3575,3,0,1,0
3492,"Goldman Sachs was one of those companies whose illegal activity helped destroy our economy and ruin the lives of millions of Americans. But this is what a rigged economy and a corrupt campaign finance system and a broken criminal justice is about. These guys are so powerful that not one of the executives on Wall Street has been charged with anything after paying, in this case of Goldman Sachs, a $5 billion fine.
",sanders,durham_2016_02_04,416,90.72000000000001,17,0,0,11.9825,4,1,0,1
3493,"Kid gets caught with marijuana, that kid has a police record. A Wall Street executive destroys the economy, $5 billion settlement with the government, no criminal record. That is what power is about. That is what corruption is about. And that is what has to change in the United States of America. [applause]
",sanders,durham_2016_02_04,309,36.21443481053307,8,0,4,7.34,6,0,0,0
3494,"[crosstalk]
",sanders,durham_2016_02_04,12,1.0,0,0,0,11.275,0,0,0,0
3495,"If I could, let me just say that of course it has to change. It has to change. And that's why I have put forward a plan to do just that. And it's been judged to be the toughest, most effective and comprehensive one.
",clinton,durham_2016_02_04,216,41.32520325203252,3,0,8,3.7525000000000004,6,0,0,0
3496,"I have great respect for Senator Sanders's commitment to try to restore Glass-Steagall. But I do not believe that that is enough. And in fact, I don't believe it really addresses a lot of the biggest issues we have.
",clinton,durham_2016_02_04,216,78.44666666666666,9,0,11,7.005000000000001,7,1,0,0
3497,"You know, we now have power under the Dodd-Frank legislation to break up banks. And I've said I will use that power if they pose a systemic risk. But I want to go further, because it was investment banks, it was insurance companies, it was mortgage companies, all of which contributed.
",clinton,durham_2016_02_04,286,56.46963636363637,7,0,3,8.834999999999999,9,1,1,1
3498,"So let's not just be narrowly focused on one part of the problem. We have a lot of issues with corporate power that have to be addressed. My plan takes us further and it would do the job.
",clinton,durham_2016_02_04,188,106.47000000000004,6,0,3,4.942500000000001,3,1,0,0
3499,"[crosstalk] [applause]
",clinton,durham_2016_02_04,23,2.0,1,0,0,14.174999999999999,0,0,0,0
3500,"I would say that—that folks who have looked at this issue for a long time, whether it's Elizabeth Warren or many other economists, will tell you that right now, yes, we do need a 21st century Glass-Steagall legislation. And I would tell you also that when you have three out of the four largest banks in America today, bigger than they were—significantly bigger than when we bailed them out because they were too big to fail, I think if Teddy Roosevelt were alive today, a good Republican by the way, what he would say is: Break them up; they are too powerful economically; they are too powerful politically.
",sanders,durham_2016_02_04,609,89.32656862745098,13,0,45,20.9575,8,5,3,5
3501,"And that is what I believe and many economists believe. Time to break them up. [applause]
",sanders,durham_2016_02_04,90,35.84,2,0,0,4.8500000000000005,2,0,0,0
3502,"Look we have a law—look, you know, I—I appreciate the senator's advocacy. We have a law. It was passed. It was signed by President Obama. It lays out a process that you go through to determine whether a systemic risk is posed.
",clinton,durham_2016_02_04,227,57.524444444444434,7,0,8,4.99,6,2,2,0
3503,"And by the way, President Obama signed that, pushed it through, even though he took donations from Wall Street, because he's a responsible president. So we have a law in place. If the circumstances warrant it, I will certainly use it. And from what you say, I know you will as well.
",clinton,durham_2016_02_04,283,71.5018181818182,6,0,23,6.414999999999999,7,2,2,2
3504,"But that is not enough. And I keep going back to this because part of the reason the Wall Street guys are trying so hard to stop me—the hedge fund guys, the shadow banking guys—is because I've got their number on all of that. And my plan goes so much further to try to prevent the problems of the future.
",clinton,durham_2016_02_04,305,69.45866666666666,5,0,5,7.085000000000001,5,0,0,2
3505,"You know, we can't just fight the last war. We've got to be prepared to stop these guys if they ever try to use their economic power once again, to hurt the economy, and to hurt so many Americans. And my plan, Paul Krugman, Barney Frank, a lot of experts who understand what the new challenges might be, have said I am exactly on point, and the Wall Street guys actually know that. [applause]
",clinton,durham_2016_02_04,393,115.52,11,0,33,10.0475,3,2,1,2
3506,"[crosstalk]
",clinton,durham_2016_02_04,12,1.0,0,0,0,11.275,0,0,0,0
3507,"TODD: ... she has had more people praise her plan than yours.
",clinton,durham_2016_02_04,62,11.0,0,0,2,4.745,0,0,3,3
3508,"Well, we've had a number of economists supporting our legislation. And here's where we are. The American people can judge. Six largest financial institutions in America today have assets of roughly $10 trillion; equivalent to 58 percent of the GDP of the United States of America.
",sanders,durham_2016_02_04,281,56.308317152103555,10,0,8,9.0625,2,4,0,2
3509,"That is a lot of money. They issue two thirds of the credit cards, and by the way they're ripping off a whole lot of people with high interest rates on the credit cards, and they write about one third of the mortgages.
",sanders,durham_2016_02_04,219,44.0,5,0,1,7.7875,3,0,0,3
3510,"That is a lot of power for six financial institutions. That's it. I think it is too much power. Too much economic power, too much political power, and the economists that I talk to say we should break them up.
",sanders,durham_2016_02_04,210,41.0,5,0,1,6.8575,7,1,0,0
3511,"TODD: Thank you both. Let me move on to our next question here, and in fact it comes to us through New England Cable News.
",sanders,durham_2016_02_04,123,174.9999999999999,2,0,2,3.6675,2,1,1,2
3512,"Secretary Clinton, it's addressed to you, and it's about this issue of the speeches, particularly to Goldman Sachs. This is what the questioner wrote verbatim.
",sanders,durham_2016_02_04,160,40.82399999999999,9,0,5,10.44,4,0,1,0
